epoch,split,train_loss,val_loss,loss_ce,loss_dice,loss_tversky,loss_bd,loss_cldice,loss_snake,loss_skel_pred,loss_skel_consist,loss_contrastive,IoU_background,IoU_crack,IoU_spalling,Dice_background,Dice_crack,Dice_spalling,mIoU_fg,mIoU_all,pixel_acc,BF1_crack,BF1_spalling,BF1_fg_mean,sampled_t0,sampled_t1,sampled_t2
1,val,1713445.5254166666,1.005533859917992,1.0918349993228913,0.9441032423575719,0.0,0.0,0.0,0.0,,,,0.4781376141900619,0.05162813858462512,0.013039014738560423,0.6469460077329201,0.09818706192877431,0.0257423742794851,0.03233357666159277,0.1809349225044158,0.4863441212972005,0.1219804683895708,0.014393599978392561,0.06818703418398168,400,400,400
5,val,277166.0844270833,0.3851349087137925,0.34474529400467874,0.55318929652373,0.0,0.0,0.0,0.0,,,,0.9697800749415707,0.4329784663541469,0.6140427088110916,0.9846582238073833,0.6043056145229476,0.7608754160704919,0.5235105875826193,0.6722670833689364,0.9703670501708984,0.5990582092471047,0.301051946463144,0.45005507785512433,400,400,400
10,val,42580.73998046875,0.2547616766471612,0.1846216306462884,0.3000023478269577,0.0,0.0,0.0,0.0,,,,0.9734232669001177,0.5386830194072199,0.7674463416139888,0.9865326746949582,0.7001871244601742,0.8684239216147016,0.6530646805106044,0.7598508759737754,0.9739020792643229,0.6927423010843198,0.5474565771202663,0.620099439102293,400,400,400
15,val,25930.67807942708,0.27001738685526344,0.1550211261337002,0.2571025377511978,0.0,0.0,0.0,0.0,,,,0.9766326298335282,0.5589414590604012,0.765582052481574,0.9881781926424842,0.7170781889363365,0.8672290833558569,0.6622617557709876,0.7670520471251677,0.9769917297363281,0.7219768828248359,0.5509113546552857,0.6364441187400608,400,400,400
20,val,19311.62890950521,0.23872972789563632,0.1339415569541355,0.2414819339911143,0.0,0.0,0.0,0.0,,,,0.9768954317372107,0.564298359083958,0.8168029839583473,0.9883127008683075,0.721471522113476,0.8991651721957692,0.6905506715211527,0.7859989249265054,0.9773294830322266,0.7410261672874662,0.6091782627748334,0.6751022150311499,400,400,400
25,val,16542.595670572915,0.23779482825806267,0.12669524936626356,0.23389512578646343,0.0,0.0,0.0,0.0,,,,0.9763673911549859,0.5734262131870188,0.7921271385307704,0.9880424009469195,0.7288885978650731,0.8840077486691883,0.6827766758588947,0.7806402476242583,0.9769269307454427,0.7409082551461453,0.6109114842697038,0.6759098697079245,400,400,400
30,val,16225.667203776042,0.2609557562360638,0.12457629634688298,0.228757208387057,0.0,0.0,0.0,0.0,,,,0.9777356561469007,0.5751501454508317,0.7941746952849993,0.9887425077340843,0.7302797731529461,0.8852813467629996,0.6846624203679155,0.7823534989609106,0.9781315612792969,0.7523834157504564,0.6366563215362495,0.6945198686433529,400,400,400
35,val,17068.49873046875,0.27264507075673655,0.13333189507946372,0.2271570654710134,0.0,0.0,0.0,0.0,,,,0.9750337658799577,0.5767071954968441,0.6969496849427799,0.9873590849172552,0.7315336635032164,0.8214146726056649,0.636828440219812,0.7495635487731939,0.9756659189860026,0.7501548223272418,0.6156202177691621,0.682887520048202,400,400,400
40,val,11000.588359375,0.23960145347212491,0.10137350394080083,0.19789057075977326,0.0,0.0,0.0,0.0,,,,0.9776375019651979,0.5835916251928832,0.8186652470136442,0.9886923169627496,0.7370481327492511,0.9002923966991077,0.7011284361032637,0.7932981247239085,0.978193105061849,0.7525263733419121,0.646052475979942,0.699289424660927,400,400,400
45,val,10266.46483235677,0.23655093127959653,0.09741396720831592,0.1908223056793213,0.0,0.0,0.0,0.0,,,,0.9774387390925837,0.5810837686260303,0.8022394052726981,0.9885906650550553,0.7350448852321025,0.8902695201599042,0.6916615869493642,0.7869206376637706,0.9779288482666015,0.7501065483180481,0.6333379286466921,0.6917222384823701,400,400,400
50,val,9567.4772265625,0.23103657619733559,0.09494390575836102,0.1899034963051478,0.0,0.0,0.0,0.0,,,,0.9772356050325306,0.5851107948511657,0.8022751008149046,0.9884867565051283,0.7382585453985313,0.890291499285712,0.6936929478330351,0.7882071668995336,0.9777835591634114,0.7576425620312327,0.6521830235036702,0.7049127927674514,400,400,400
55,val,9217.526396484374,0.3185354749623098,0.09301454153532783,0.1847326962153117,0.0,0.0,0.0,0.0,,,,0.9748633394901834,0.575283403227936,0.6678538161165819,0.9872716962195948,0.7303871824576003,0.8008541392094034,0.621568609672259,0.739333519611567,0.9755282084147135,0.7411380018307075,0.6413588887066685,0.691248445268688,400,400,400
60,val,8455.914609375,0.2379917212222752,0.08934561705216765,0.18183788736661274,0.0,0.0,0.09977076212565104,0.0,,,,0.978030386996818,0.5898415801624775,0.8038545408272455,0.9888931873101617,0.7420130250992646,0.8912631508066042,0.6968480604948615,0.7905755026621804,0.9785312143961589,0.765008900514873,0.690307902860602,0.7276584016877374,400,400,400
65,val,8105.846059570313,0.2374681644141674,0.0873670771283408,0.18174501935640971,0.0,0.0,0.09641694823900858,0.0,,,,0.9777218015243329,0.5872401705190732,0.8141545334215751,0.9887354235269611,0.7399512454716022,0.8975580838596411,0.7006973519703241,0.7930388351549937,0.9782812754313152,0.7605226861785513,0.6829462456892693,0.7217344659339103,400,400,400
70,val,7684.89053873698,0.23430792673637993,0.08593083980182807,0.17935345749060314,0.0,0.0,0.09447737256685892,0.0,,,,0.9772864981885516,0.5870900640638921,0.8124758681110195,0.9885127917313667,0.7398320704756897,0.8965370324712681,0.6997829660874557,0.7922841434544877,0.9779062143961589,0.7580202143360864,0.6480917279477955,0.7030559711419408,400,400,400
75,val,7587.629033203125,0.2329852004584513,0.08507373704264562,0.17849658687909445,0.0,0.0,0.0925674843788147,0.0,,,,0.9778648126098641,0.5911740243207754,0.8138035297983196,0.9888085438150206,0.7430664594630118,0.8973447415099121,0.7024887770595475,0.7942807889096529,0.9784342193603516,0.7640014535172633,0.6708078202378879,0.7174046368775756,400,400,400
