epoch,split,train_loss,val_loss,loss_ce,loss_dice,loss_tversky,loss_bd,loss_cldice,loss_snake,loss_skel_pred,loss_skel_consist,loss_contrastive,IoU_background,IoU_crack,IoU_spalling,Dice_background,Dice_crack,Dice_spalling,mIoU_fg,mIoU_all,pixel_acc,BF1_crack,BF1_spalling,BF1_fg_mean,sampled_t0,sampled_t1,sampled_t2
1,val,2124630.05375,0.9680739531391546,1.0195723764101665,0.9459990008672079,0.0,0.0,0.0,0.0,,,,0.7029707211460221,0.048035510260254016,0.01260019892643036,0.825581687831902,0.0916677150535206,0.024886818983028493,0.030317854593342186,0.2545354767775688,0.6998470815022787,0.07831131952274245,0.030595267885178745,0.0544532937039606,400,400,400
5,val,312296.095,0.39202353671977397,0.34759852933386964,0.5932858143250147,0.0,0.0,0.0,0.0,,,,0.9673604879807651,0.4431000394978166,0.47324129085240535,0.9834094909302895,0.6140946952672951,0.6424491273640475,0.45817066517511096,0.627900606110329,0.968072509765625,0.5872338607748199,0.07109272543661671,0.3291632931057183,400,400,400
10,val,47772.14968098958,0.24241012413250773,0.18327117246886093,0.3339236690600713,0.0,0.0,0.0,0.0,,,,0.9726879975844301,0.5331590418585237,0.80743406251635,0.9861549305064898,0.6955038939889999,0.8934589418904967,0.6702965521874369,0.7710937006531013,0.9733539581298828,0.6831090978261497,0.5664651147171254,0.6247871062716375,400,400,400
15,val,28234.972353515626,0.23034007004217097,0.14181442679216463,0.2721092198292414,0.0,0.0,0.0,0.0,,,,0.9742239827862705,0.5577459589434214,0.7537015141827378,0.9869437219695046,0.7160936040196516,0.8595550703324548,0.6557237365630796,0.7618904853041433,0.9747439575195312,0.7091995320604577,0.5346830487095271,0.6219412903849924,400,400,400
20,val,19076.859147135416,0.22996849939227104,0.12081815214827657,0.24598259270191192,0.0,0.0,0.0,0.0,,,,0.9754380689689333,0.5594880262561092,0.8119607708661958,0.9875663370991495,0.717527825589379,0.8962233442593167,0.6857243985611525,0.7822956220304128,0.9759849802652995,0.7339257501953214,0.5472039636826891,0.6405648569390052,400,400,400
25,val,27818.005838216144,0.22153642989302935,0.160286088877668,0.26936812897523243,0.0,0.0,0.0,0.0,,,,0.976208233055372,0.5637087635224702,0.8141665126300676,0.9879609008065693,0.720989453627718,0.8975653634458711,0.6889376380762688,0.7846945030693032,0.9766885884602865,0.7262684602569596,0.6178082176536916,0.6720383389553256,400,400,400
30,val,13723.145537109374,0.21983147530179276,0.10609646209205191,0.22279633184274036,0.0,0.0,0.0,0.0,,,,0.9765487404782356,0.564770209151515,0.8293411222655367,0.9881352485564863,0.7218570571557053,0.9067101943659847,0.6970556657085258,0.7902200239650957,0.9770046997070313,0.7419446096535075,0.6308623793078549,0.6864034944806812,400,400,400
35,val,12811.433059895833,0.22410589613412557,0.10249483531961838,0.2195812028646469,0.0,0.0,0.0,0.0,,,,0.9754985563202212,0.5667361381282566,0.8159784525128333,0.9875973365804843,0.7234608615147196,0.898665346368769,0.6913572953205449,0.7860710489871038,0.9760890197753906,0.726302000465457,0.5924398525087624,0.6593709264871097,400,400,400
40,val,11438.640686848958,0.21163988427111977,0.099839601436009,0.21514102935791016,0.0,0.0,0.0,0.0,,,,0.9761259026492629,0.5713647288897503,0.8173589473112256,0.9879187366965179,0.7272210179917284,0.8995019377107693,0.6943618381004879,0.7882831929500796,0.9767225901285808,0.7384199933496485,0.6104884569686453,0.6744542251591469,400,400,400
45,val,10654.272420247396,0.20735987648367882,0.09696557690079013,0.20870405395825703,0.0,0.0,0.0,0.0,,,,0.9760864998781293,0.5680764997262253,0.841935165109831,0.9878985559977534,0.7245520225899786,0.9141854513208428,0.7050058324180282,0.7953660549047287,0.9767176310221354,0.7370526644248157,0.623340072419613,0.6801963684222143,400,400,400
50,val,9638.934633789062,0.2104924366270241,0.09519073771933714,0.21043708662192026,0.0,0.0,0.0,0.0,,,,0.9760762812799259,0.5710028799116504,0.8165449269180675,0.9878933222635624,0.7269278589021585,0.8990087884073528,0.6937739034148589,0.7878746960365479,0.9766944376627604,0.7424560811839274,0.6233732026871452,0.6829146419355363,400,400,400
55,val,9471.417194010417,0.21314082628017977,0.09373404438296953,0.20809907595316568,0.0,0.0,0.0,0.0,,,,0.9758664942018991,0.5688773534734712,0.8217273053830759,0.9877858621172434,0.7252030915150699,0.9021408450704226,0.6953023294282736,0.7888237176861487,0.976527582804362,0.7424090007204976,0.6393662164786597,0.6908876085995787,400,400,400
60,val,8845.32122233073,0.2079505918449477,0.09256706432749828,0.20654088973999024,0.0,0.0,0.0,0.0,,,,0.9765818503082502,0.5776355881816505,0.8347005458599216,0.9881521983579391,0.7322801190703628,0.9099038507874849,0.706168067020786,0.7963059947832741,0.9772397867838541,0.7471675571129188,0.6584565482849102,0.7028120526989146,400,400,400
65,val,8590.150250651042,0.21548828188526004,0.09218588476379712,0.20439817329247792,0.0,0.0,0.0,0.0,,,,0.9761690894598885,0.5700589607904597,0.8316366006020431,0.9879408545213989,0.726162488195295,0.9080803477378552,0.7008477806962514,0.7926215502841304,0.9767919667561848,0.7412266770748984,0.6901938181061411,0.7157102475905197,400,400,400
70,val,8196.349848632812,0.2066912578516885,0.09063343072930972,0.20365215480327606,0.0,0.0,0.0,0.0,,,,0.976342616654262,0.5732719428120421,0.8388971222841809,0.9880297155228138,0.7287639564554678,0.9123915765794959,0.7060845325481115,0.7961705605834949,0.9769960276285807,0.74304366983521,0.6685760233966658,0.7058098466159379,400,400,400
75,val,8048.91557454427,0.20995196425601056,0.09050865834578872,0.20519265035788217,0.0,0.0,0.0,0.0,,,,0.9762522498863089,0.5713461195356724,0.8424451391205194,0.9879834418328646,0.7272059445496366,0.9144859960635309,0.7068956293280959,0.796681169514167,0.9769031270345052,0.7449714939681458,0.694891918497977,0.7199317062330615,400,400,400
80,val,7783.845948893229,0.20412651429835119,0.08970238279551268,0.20546710828940074,0.0,0.0,0.0,0.0,,,,0.9764549661101434,0.5761515265679097,0.8384765022701575,0.9880872398847541,0.7310864683454479,0.912142745620957,0.7073140144190335,0.7970276649827368,0.9770956675211588,0.745416195676333,0.6721455797704703,0.7087808877234016,400,400,400
85,val,7638.021919759115,0.20563211233208054,0.08928489343573649,0.2011212635040283,0.0,0.0,0.0,0.0,,,,0.9768419874084635,0.5778836451338197,0.8409219176322683,0.9882853496945927,0.7324794155969715,0.9135878166020575,0.709402781383044,0.7985491833915171,0.9774786376953125,0.7475517943724598,0.6682320741883935,0.7078919342804266,400,400,400
90,val,7656.197618815104,0.20537670721348963,0.0892319205403328,0.20137849152088166,0.0,0.0,0.0,0.0,,,,0.9764516738820821,0.5767301306583563,0.8403780755176614,0.9880855543147863,0.7315521146507746,0.9132667756664944,0.7085541030880089,0.7978532933526999,0.9771130116780599,0.7450059818553232,0.6691405793390023,0.7070732805971627,400,400,400
91,val,7546.8852132161455,0.20516709767674146,0.08909572116409739,0.20440614521503447,0.0,0.0,0.0,0.0,,,,0.976529945134142,0.5769095174310818,0.8390698468366413,0.9881256264679232,0.7316964113082606,0.9124937242377322,0.7079896821338616,0.7975031031339551,0.9771795908610026,0.7452771879177291,0.6665313293456124,0.7059042586316708,400,400,400
92,val,7510.603986816406,0.20419858552907644,0.08856934044510126,0.19923516988754272,0.0,0.0,0.0,0.0,,,,0.9766370078179502,0.578248445892654,0.8414026818841356,0.9881804336913429,0.7327723938490532,0.9138714634902201,0.7098255638883948,0.7987627118649133,0.9772920989990235,0.7459668249228175,0.6728290988407616,0.7093979618817896,400,400,400
