epoch,split,train_loss,val_loss,loss_ce,loss_dice,loss_tversky,loss_bd,loss_cldice,loss_snake,IoU_background,IoU_crack,IoU_spalling,Dice_background,Dice_crack,Dice_spalling,mIoU_fg,mIoU_all,pixel_acc,BF1_crack,BF1_spalling,BF1_fg_mean,sampled_t0,sampled_t1,sampled_t2
1,val,0.9746620603402456,0.9434779427553478,1.004889085094134,0.9444350353876749,0.0,0.0,0.0,0.0,0.7834791868298616,0.067530727191597,0.028730304200933997,0.8785963891426148,0.12651762702747346,0.055855852760651886,0.0481305156962655,0.2932467394074642,0.7815701548258464,0.10700809799269277,0.04823539509357574,0.07762174654313425,400,400,400
5,val,0.2887587654093901,0.2815379135702786,0.16732951790094375,0.4101880121231079,0.0,0.0,0.0,0.0,0.9684404393646814,0.5183691721692015,0.6360868551861424,0.9839672260312308,0.6827972823350188,0.7775710111842111,0.577228013677672,0.7076321555733417,0.9689841969807943,0.6433375015415641,0.4206279376689334,0.5319827196052488,400,400,400
10,val,0.23936305378874143,0.24706694954320005,0.1579886387785276,0.32073746919631957,0.0,0.0,0.0,0.0,0.9730920300424108,0.5437058712778996,0.7009476664781397,0.9863625367961114,0.7044164065111871,0.8241848709307696,0.6223267688780196,0.7392485225994833,0.9736457316080729,0.6888303402753639,0.5450095263109386,0.6169199332931512,400,400,400
15,val,0.19337488919496537,0.25221530544130427,0.12197003737092019,0.2647797401746114,0.0,0.0,0.0,0.0,0.9707020562072446,0.5295609463180758,0.7442471047987826,0.9851332454337915,0.6924352345590712,0.8533734730030003,0.6369040255584293,0.748170035774701,0.9713621266682942,0.6663411203948817,0.5937750526141641,0.6300580865045229,400,400,400
20,val,0.19691523777941863,0.2317078462556789,0.12651241079593697,0.26731806417306264,0.0,0.0,0.0,0.0,0.970360216417703,0.5279846817089525,0.7976438851444112,0.9849571751726773,0.6910863545025014,0.8874325907773815,0.6628142834266819,0.765329594423689,0.9711568705240885,0.6844000520059476,0.559221694117901,0.6218108730619243,400,400,400
25,val,0.16616623292366664,0.2182080475123305,0.10481707976510127,0.22751538574695587,0.0,0.0,0.0,0.0,0.9752631659640602,0.565250320930809,0.7830324804512429,0.9874766894547611,0.7222491040214846,0.8783154418511502,0.6741414006910259,0.7745153224487039,0.9757679239908854,0.7155218261082069,0.6065321096841135,0.6610269678961602,400,400,400
30,val,0.18021618404736123,0.23278486218891645,0.11397158910209934,0.24646077831586202,0.0,0.0,0.0,0.0,0.9765111071404341,0.56669789805455,0.7698543487307532,0.9881159823616934,0.7234297036566503,0.869963507768707,0.6682761233926515,0.7710211179752458,0.9768126932779948,0.7333617597289575,0.6282432619631618,0.6808025108460596,400,400,400
35,val,0.1594481255610784,0.2510559900026572,0.10039737657954295,0.21849887470404308,0.0,0.0,0.0,0.0,0.9743810175994788,0.5590933706640424,0.7699828685197475,0.9870242966417547,0.7172031915265161,0.8700455605693981,0.6645381195918949,0.7678190855944229,0.974853515625,0.7144226149624988,0.6277379959601513,0.671080305461325,400,400,400
40,val,0.1480423071483771,0.24126496126777247,0.09306887293234467,0.20301574170589448,0.0,0.0,0.0,0.0,0.9755115777730518,0.5651207884564914,0.7760958771254187,0.9876040097651296,0.7221433548445915,0.8739346643622831,0.6706083327909551,0.7722427477849872,0.975873769124349,0.7357671632702847,0.6544195130568891,0.6950933381635869,400,400,400
45,val,0.14172803523639838,0.24768191536790446,0.0890235160291195,0.19443255444367727,0.0,0.0,0.0,0.0,0.9751262312744369,0.5677569300973557,0.7786212161886865,0.9874064916298978,0.7242920368556097,0.875533485265798,0.6731890731430211,0.7738347925201596,0.975716552734375,0.7322034550413161,0.6640266114193252,0.6981150332303206,400,400,400
50,val,0.1338991226752599,0.23635298974419894,0.08438460507119695,0.1834136406580607,0.0,0.0,0.0,0.0,0.9755308221930243,0.5730748725169829,0.7812115779407554,0.9876138719112403,0.728604699660659,0.8771687626732226,0.6771432252288692,0.7766057575502542,0.976122309366862,0.7404425823897363,0.662421598576183,0.7014320904829596,400,400,400
55,val,0.1279498485972484,0.305372257177767,0.07959053088600437,0.176309166153272,0.0,0.0,0.0,0.0,0.9750505217704438,0.5707896086887612,0.6753047384287005,0.9873676759381368,0.7267550097498237,0.8061873436376494,0.6230471735587308,0.7403816229626351,0.9754449971516927,0.739508311681797,0.6885037293288383,0.7140060205053176,400,400,400
60,val,0.1266907527297735,0.25350317613858925,0.0761519818380475,0.16974918325742086,0.0,0.0,0.07480340083440144,0.0,0.975446483874636,0.5646812594709469,0.7755914516341972,0.9875706498121858,0.7217843967299488,0.8736147619097487,0.6701363555525721,0.7719063983265934,0.9758506011962891,0.7371583191185427,0.6948277876846771,0.7159930534016099,400,400,400
