epoch,split,train_loss,val_loss,loss_ce,loss_dice,loss_tversky,loss_bd,loss_cldice,IoU_background,IoU_crack,IoU_spalling,Dice_background,Dice_crack,Dice_spalling,mIoU_fg,mIoU_all,pixel_acc,BF1_crack,BF1_spalling,BF1_fg_mean
60,val,0.09508662497624755,0.3400054025022607,0.05261337722884491,0.13755987226963043,0.0,0.0,0.0,0.9757188086114403,0.5217452578697798,0.8091093182218381,0.9877101987981656,0.685719577796019,0.8944836114349424,0.665427288045809,0.7688577949010194,0.9763139851888021,0.6962710754237453,0.6542995471071235,0.6752853112654345
65,val,0.08979333405382932,0.3544978150411656,0.05033951774938032,0.12924715012311935,0.0,0.0,0.0,0.9757984761261643,0.5168351859610508,0.7874445588352637,0.9877510160240197,0.6814651858614283,0.8810841767851855,0.6521398723981573,0.7600260736408263,0.9761557769775391,0.6993444658593161,0.6114745004290524,0.6554094831441842
70,val,0.16926024097949266,0.2675230683464753,0.12343335898282627,0.21508712271849315,0.0,0.0,0.0,0.9675960598249472,0.4977881456677697,0.771999839983846,0.9835312029553791,0.664697670505113,0.8713317265207922,0.6348939928258078,0.745794681825521,0.9685199228922526,0.6474390774143672,0.6177376424061597,0.6325883599102635
75,val,0.15314297310697536,0.27996784193735375,0.10538472800981254,0.20090121706326802,0.0,0.0,0.0,0.9769877952866345,0.5518517344120348,0.7953117794240299,0.9883599662232466,0.7112170862393891,0.8859873683658234,0.6735817569180323,0.7747171030408998,0.977510757446289,0.7254388097684423,0.6414136307645418,0.683426220266492
80,val,0.14646651106576125,0.28381423044361564,0.10003251819405705,0.1929005034764608,0.0,0.0,0.0,0.9764791084860902,0.5492787737468007,0.8033823704349895,0.988099600237148,0.7090767433912698,0.8909728559021097,0.6763305720908951,0.7763800842226267,0.9770306396484375,0.7255924594745762,0.6069943016303551,0.6662933805524656
85,val,0.14302076873679956,0.2848936601688987,0.09722885502967983,0.18881268242994945,0.0,0.0,0.0,0.9767695684234179,0.5508421080906845,0.8027792298652244,0.988248285512049,0.7103780652033654,0.8906018180886631,0.6768106689779545,0.7767969687931089,0.9773175557454427,0.724087169879279,0.6216022807002944,0.6728447252897867
90,val,0.14159087446207802,0.28265923163608503,0.09578017671282092,0.1874015720685323,0.0,0.0,0.0,0.9767789686120723,0.5508366760127537,0.8073996679509328,0.9882530967009268,0.7103735480759596,0.8934378845673795,0.6791181719818432,0.7783384375252528,0.9773487091064453,0.7288053848027799,0.6269679348703201,0.67788665983655
91,val,0.14151798860480388,0.2825016444058795,0.09606812477732699,0.1869678517182668,0.0,0.0,0.0,0.9770219577242335,0.5535703333068862,0.8062293236423965,0.9883774471062442,0.7126427705768196,0.8927208888587578,0.6798998284746414,0.7789405382245054,0.977584966023763,0.7336836591620096,0.6240729783056311,0.6788783187338203
92,val,0.13901727210730314,0.2771228026402624,0.0942698936102291,0.1837646516164144,0.0,0.0,0.0,0.9769719736695656,0.5548616109072005,0.8020809985017755,0.9883518701139243,0.7137118918042624,0.8901719724791662,0.678471304704488,0.7779715276928472,0.977535400390625,0.7342109178221863,0.6258078972247727,0.6800094075234795
93,val,0.14159404957046112,0.28041686196076243,0.09543301042479774,0.18775508900483448,0.0,0.0,0.0,0.9770234426068517,0.5538740051191436,0.804753087885046,0.9883782069054012,0.7128943573216867,0.8918151666144204,0.6793135465020947,0.7785501785370137,0.977588373819987,0.7326728794556806,0.6291353036831066,0.6809040915693936
94,val,0.14021209393938383,0.27963783042995555,0.09549495647971828,0.18492923239866893,0.0,0.0,0.0,0.9770590685163629,0.5543371867947334,0.8053855254867337,0.9883964359745445,0.7132779058549791,0.8922033705455803,0.6798613561407336,0.7789272602659434,0.9776289621988933,0.7337100485528514,0.6257714809594169,0.6797407647561342
95,val,0.1418057229121526,0.276046360009595,0.09622671244976422,0.18738473316033682,0.0,0.0,0.0,0.9770264446271676,0.5566759356899937,0.804801307752281,0.9883797430048211,0.7152110762774118,0.8918447745969214,0.6807386217211373,0.7795012293564807,0.9776026407877604,0.7349938949763486,0.648175603384631,0.6915847491804898
96,val,0.14074507129689057,0.2704827985481212,0.09495989228598774,0.18653025110562643,0.0,0.0,0.0,0.9768397742228849,0.5580766420417134,0.7992673116728345,0.9882842170219791,0.7163660977683437,0.8884364279699284,0.678671976857274,0.778061242645811,0.9774235534667969,0.735912638630162,0.6296279209246116,0.6827702797773868
97,val,0.1403632602095604,0.27284922156679003,0.09460136416678627,0.1861251566807429,0.0,0.0,0.0,0.9769815324762495,0.5577627038733777,0.8012186480388925,0.9883567614843023,0.7161074051734587,0.889640631814725,0.6794906759561351,0.7786542947961733,0.9775575764973958,0.7369376939902781,0.6311660062341645,0.6840518501122212
98,val,0.14049548464516798,0.27675875276327133,0.09484295571533342,0.18614801426728567,0.0,0.0,0.0,0.9770974303292357,0.5557161726562363,0.8014821884958824,0.9884160642164456,0.7144184555302323,0.8898030672899038,0.6785991805760594,0.7780985971604514,0.9776641845703125,0.7369632095894203,0.6292401143113651,0.6831016619503927
99,val,0.14116417995343605,0.2753929597766776,0.09601201838503282,0.18631634136041006,0.0,0.0,0.0,0.9770722936140626,0.5562746936051791,0.8019763672900554,0.9884032028267282,0.714879829237015,0.8901075306510556,0.6791255304476173,0.7784411181697658,0.9776422119140625,0.7368665638785638,0.6293942317212698,0.6831303977999168
100,val,0.1386946280673146,0.2741915554200348,0.09501363135563831,0.18237562398115795,0.0,0.0,0.0,0.9770376083953649,0.557072570449498,0.8010259274848648,0.9883854553362431,0.7155383519326675,0.8895218167164296,0.6790492489671813,0.7783787021099092,0.9776116180419921,0.7374519721038021,0.6279990376341837,0.6827255048689929
