epoch,split,train_loss,val_loss,loss_ce,loss_dice,loss_tversky,loss_bd,loss_cldice,IoU_background,IoU_crack,IoU_spalling,Dice_background,Dice_crack,Dice_spalling,mIoU_fg,mIoU_all,pixel_acc,BF1_crack,BF1_spalling,BF1_fg_mean,sampled_t0,sampled_t1,sampled_t2
1,val,0.9810158518950144,0.9640157065893474,1.0166266343990962,0.945405065814654,0.0,0.0,0.0,0.7223745983218314,0.05293300625823825,0.01744042932956835,0.8388124151687626,0.10054392054123927,0.03428294930458098,0.0351867177939033,0.264249344636546,0.7201498921712239,0.08720983902620108,0.034328871783452515,0.060769355404826794,400,400,400
5,val,0.3153640717764695,0.30117284388918625,0.16209655106067658,0.4686315921942393,0.0,0.0,0.0,0.9657208397553433,0.5012783125745242,0.6528898586319314,0.9825615318557018,0.6678019769897136,0.7899980210082687,0.5770840856032278,0.7066296703205995,0.9667107137044271,0.6150121794445282,0.41288938991487684,0.5139507846797026,400,400,400
10,val,0.2149979924162229,0.2606960738960065,0.13194218939791122,0.298053795893987,0.0,0.0,0.0,0.9741461788596841,0.5343375856065956,0.7808921072026017,0.9869037959715579,0.6965058936431475,0.8769673401823485,0.6576148464045987,0.7631252905562937,0.9745876057942708,0.6841474725218047,0.5622809512198684,0.6232142118708366,400,400,400
15,val,0.1870648973683516,0.26705710511458547,0.11859706168683867,0.25553273181120556,0.0,0.0,0.0,0.9757835063921527,0.5392013500773254,0.7861812273656821,0.9877433466118627,0.7006248403436462,0.88029278924308,0.6626912887215037,0.7670553612783868,0.9762537129720052,0.6915770320852747,0.6156041230753562,0.6535905775803155,400,400,400
20,val,0.20556501715133588,0.2746389386685271,0.1378313009099414,0.27329873442649844,0.0,0.0,0.0,0.9751861399272532,0.531120386585382,0.7899834832151366,0.9874372042355154,0.6937669842798665,0.8826712543695456,0.6605519349002593,0.7654300032425906,0.9758015441894531,0.6790843218335074,0.5691996935510419,0.6241420076922747,400,400,400
25,val,0.16469783847530683,0.26815755469234365,0.10729883472745617,0.22209684213002523,0.0,0.0,0.0,0.9733051956830306,0.5317861769500862,0.7590290640029878,0.9864720346475704,0.6943347380362405,0.8630091219478548,0.645407620476537,0.754706812212035,0.9737313334147135,0.6678386195864621,0.6499922050898926,0.6589154123381773,400,400,400
30,val,0.1589089570194483,0.2606828022552164,0.10147878848947585,0.21633912583192189,0.0,0.0,0.0,0.9768077223343893,0.5472281379747825,0.7936606550815716,0.9882678130990792,0.7073658041031587,0.8849618826538599,0.670444396528177,0.7725655051302479,0.977257334391276,0.7173520517251989,0.6594605875693869,0.6884063196472929,400,400,400
35,val,0.15915566018472116,0.2606605510962637,0.10401344294038911,0.2142978763580322,0.0,0.0,0.0,0.9769181362232805,0.5535604019786796,0.7624108905825415,0.9883243198826557,0.7126345409855219,0.865190852662669,0.6579856462806106,0.7642964762615007,0.9772368876139322,0.7299625867079562,0.5931214115117939,0.661541999109875,400,400,400
40,val,0.1485849860434731,0.26472972156970126,0.09518367835941415,0.2019862941900889,0.0,0.0,0.0,0.977068794698088,0.5579754472979486,0.7946130211043425,0.9884014125540767,0.7162827222542755,0.8855536115695464,0.6762942342011455,0.7765524210334597,0.9774156443277995,0.7202360183320025,0.6205991672690443,0.6704175928005234,400,400,400
45,val,0.1376915242460867,0.28260670053331477,0.08944839947236082,0.18593464970588683,0.0,0.0,0.0,0.9775697055838956,0.5677668788703115,0.7782108955839868,0.9886576466292086,0.7243001322740384,0.8752740156036583,0.6729888872271492,0.7745158266793979,0.9780658213297526,0.738864808229083,0.6000949978963138,0.6694799030626983,400,400,400
50,val,0.13220522336661816,0.3136804905769072,0.08575602766747276,0.17865441958109538,0.0,0.0,0.0,0.9767441547775778,0.557996549490811,0.765798844044652,0.9882352781131462,0.7163001094876328,0.867368156488936,0.6618976967677315,0.766846516104347,0.9772156270345053,0.7292909017427827,0.6790682866466817,0.7041795941947322,400,400,400
55,val,0.12849830009664098,0.30431095079371806,0.08281460968467097,0.17418199062347411,0.0,0.0,0.0,0.9774109880814825,0.5646976807933775,0.7643565900462042,0.9885764709235111,0.7217978114558825,0.8664422989756142,0.6645271354197908,0.7688217529736882,0.9777952321370442,0.7400238743486844,0.6822902548941616,0.711157064621423,400,400,400
60,val,0.13371719709287086,0.3089528554364255,0.08077376030695935,0.16983323236306508,0.0,0.0,0.16827400942643483,0.9779769096273594,0.55928265087218,0.7856765188481747,0.9888658506247225,0.7173589093155713,0.8799763121205897,0.6724795848601773,0.774312026449238,0.9783616383870443,0.7505743498969906,0.6921734457628442,0.7213738978299173,400,400,400
65,val,0.12832898128777742,0.3226657966642003,0.07736478297039867,0.16342517058054606,0.0,0.0,0.15868008216222126,0.9779697907283151,0.570429313040735,0.7905131257543241,0.988862211457955,0.7264628955966753,0.8830017656768524,0.6804712193975295,0.7796374098411247,0.9785401407877604,0.7546837082295579,0.6838049143638106,0.7192443112966842,400,400,400
70,val,0.12274002561966578,0.31096505412929937,0.07456422596238553,0.155835844874382,0.0,0.0,0.15079979876677196,0.9776307691536422,0.5742684895837687,0.7894362201475216,0.9886888739823101,0.7295686769867361,0.8823295418513886,0.6818523548656452,0.7804451596283108,0.978208999633789,0.7543351097433743,0.677661397916082,0.7159982538297281,400,400,400
75,val,0.12073345445096492,0.3053353711178428,0.07284270663745701,0.15411477744579316,0.0,0.0,0.14509424865245818,0.9777628097947069,0.5743457137673116,0.7861923091658081,0.9887563917699508,0.7296309936817346,0.8802997360715068,0.6802690114665598,0.7794336109092755,0.9783287556966146,0.7562699462806551,0.6629173404922903,0.7095936433864727,400,400,400
80,val,0.1184239832808574,0.3071502111852169,0.07169922106899321,0.1508895279963811,0.0,0.0,0.14259217898050944,0.9773998130902092,0.5725499443939774,0.7881845205238603,0.9885707550085827,0.7281802990551429,0.8815471909945363,0.680367232458919,0.779378092669349,0.977974624633789,0.7448771890672286,0.6886518597906417,0.7167645244289351,400,400,400
85,val,0.11700332385798295,0.3178258393155901,0.07060482733106861,0.1493435323238373,0.0,0.0,0.14058288077513376,0.9776021404960622,0.5726346258893328,0.7788956969781368,0.9886742337878338,0.7282487826000971,0.8757069886686106,0.6757651614337348,0.776377487787844,0.978150151570638,0.750874338945519,0.6693226313571639,0.7100984851513414,400,400,400
90,val,0.11423045493662358,0.3162858295989664,0.06951463107019663,0.14512251516183217,0.0,0.0,0.13823763748009998,0.9777134991784499,0.572809899193662,0.782427309276409,0.988731178287043,0.7283905060456785,0.8779346065944668,0.6776186042350355,0.7776502358828403,0.9782642873128256,0.7504619738176035,0.668764354745083,0.7096131642813432,400,400,400
91,val,0.11606953999648492,0.3189043508548486,0.06999215212029715,0.14832445124785104,0.0,0.0,0.13822475969791412,0.9777525128113546,0.5735770230254588,0.7757136550912301,0.9887511268247507,0.7290104197412126,0.8736922790081001,0.6746453390583445,0.7756810636426811,0.978304189046224,0.7519640668042638,0.6657301886998266,0.7088471277520452,400,400,400
92,val,0.11417660281062127,0.3189400861922063,0.06889844895340502,0.14580789705117544,0.0,0.0,0.13646860400835673,0.9776325375823641,0.5719689393759626,0.7742133613409249,0.9886897783119103,0.727710230207248,0.8727398611808285,0.6730911503584438,0.7746049460997505,0.9781788889567057,0.7506405441745911,0.6669322754597707,0.708786409817181,400,400,400
93,val,0.11512370323141416,0.3220495687503564,0.06913617266031603,0.14741827527681986,0.0,0.0,0.13692959566911062,0.9778236114917701,0.570431075688991,0.7741528327554287,0.9887874791364719,0.7264643250118153,0.872701402565297,0.6722919542222099,0.7741358399787299,0.978367436726888,0.7513817433295054,0.6638163375562806,0.7075990404428929,400,400,400
94,val,0.11531529368211825,0.3185709769788541,0.06966919761461517,0.14716207424799602,0.0,0.0,0.1379931551218033,0.9777680628604616,0.5730467434641494,0.7808628825945594,0.9887590776911503,0.7285819647065173,0.8769489108076769,0.6769548130293543,0.7772258963063902,0.9783213551839193,0.7513435991215089,0.6736949047051224,0.7125192519133157,400,400,400
95,val,0.11473863991598288,0.32153798365279246,0.06968659832918396,0.1460107054313024,0.0,0.0,0.13779976884524028,0.9778056349774559,0.5705889342197413,0.7770471362577164,0.988778288103726,0.7265923269772766,0.8745374508119126,0.6738180352387289,0.7751472351516379,0.978349100748698,0.7513753259870277,0.6644547298779716,0.7079150279324997,400,400,400
