epoch,split,train_loss,val_loss,loss_ce,loss_dice,loss_tversky,loss_bd,loss_cldice,loss_snake,loss_skel_pred,loss_skel_consist,loss_contrastive,IoU_background,IoU_crack,IoU_spalling,Dice_background,Dice_crack,Dice_spalling,mIoU_fg,mIoU_all,pixel_acc,BF1_crack,BF1_spalling,BF1_fg_mean,sampled_t0,sampled_t1,sampled_t2
1,val,1.1144489248593648,1.1079184852148358,1.286177289088567,0.9427205624183019,0.0,0.0,0.0,0.0,,,,0.011243662896248533,0.05188368275347871,0.01374222066392016,0.022237297119956555,0.09864908754485976,0.027111864108649048,0.03281295170869943,0.0256231887712158,0.04524401346842448,0.0750831192585885,0.028799757212618453,0.051941438235603474,400,400,400
5,val,0.3329582218329112,0.31478426723103775,0.1657036937524875,0.5002127496401468,0.0,0.0,0.0,0.0,,,,0.9688622085071603,0.5077798191475597,0.5991589924371763,0.9841848803038131,0.6735463795166574,0.7493426173016559,0.5534694057923679,0.6919336733639655,0.9694514973958334,0.6456503688916976,0.335262683410418,0.4904565261510578,400,400,400
10,val,0.2151207523792982,0.2484041962184404,0.13165524600694578,0.2985862574974696,0.0,0.0,0.0,0.0,,,,0.9742187757864632,0.552650372137759,0.7227583646572927,0.9869410500347073,0.7118799982984516,0.8390710844710606,0.6377043683975259,0.7498758375271716,0.9746716817220052,0.7104701728434132,0.5351280900784657,0.6227991314609395,400,400,400
15,val,0.2024948623528083,0.23962963137187457,0.12822892601291339,0.27676079869270326,0.0,0.0,0.0,0.0,,,,0.9719731096035632,0.540562371783805,0.7268665782483835,0.9857873871302073,0.7017727833478006,0.8418329330175209,0.6337144750160942,0.7464673532119172,0.972491455078125,0.6881343849831356,0.5646441318770057,0.6263892584300707,400,400,400
20,val,0.17435730191568533,0.24225428151456932,0.10832329428444307,0.24039130985736848,0.0,0.0,0.0,0.0,,,,0.9741598688086652,0.5607805026148713,0.7631012650839174,0.9869108213576804,0.7185898358870595,0.8656352079103028,0.6619408838493943,0.766013878835818,0.9747790273030599,0.7190938748331526,0.5474233754539534,0.633258625143553,400,400,400
25,val,0.17830686531960965,0.2193936525206817,0.11892057134459416,0.2376931603749593,0.0,0.0,0.0,0.0,,,,0.9738372266982095,0.5660057728094842,0.7406687031222899,0.986745222479386,0.7228654997791543,0.8510162810346739,0.653337237965887,0.7601705675433279,0.9745946756998698,0.72797509382263,0.6399963037787542,0.683985698800692,400,400,400
30,val,0.1580565453072389,0.21113733908063487,0.1000619344972074,0.2160511557261149,0.0,0.0,0.0,0.0,,,,0.9763615865074535,0.5750143088319464,0.8306692154475377,0.9880394287897898,0.7301702665271471,0.90750334187978,0.702841762139742,0.7940150369289792,0.977071050008138,0.7379877876614342,0.6902793474368241,0.7141335675491292,400,400,400
35,val,0.14964556521425645,0.21671249129270254,0.0944456853531301,0.2048454451560974,0.0,0.0,0.0,0.0,,,,0.973105894466948,0.5579037988073052,0.7903650678983969,0.9863696593231669,0.716223683688843,0.8829093932514662,0.6741344333528511,0.7737915870575499,0.9739886474609375,0.7110945649079998,0.6490797883685734,0.6800871766382866,400,400,400
40,val,0.13988272894173862,0.21085106346168017,0.0886193579249084,0.19114610036214194,0.0,0.0,0.0,0.0,,,,0.9766920480974809,0.5833236762498145,0.8069350748991831,0.9882086074434546,0.7368344009500917,0.8931533690486424,0.6951293755744988,0.7889835997488261,0.9773900095621745,0.7493809599857114,0.6521131015682456,0.7007470307769785,400,400,400
45,val,0.13846833037833373,0.2121227656147982,0.08713987544178962,0.1897967851161957,0.0,0.0,0.0,0.0,,,,0.9757166999079361,0.576379325677281,0.807050687294827,0.987709118370465,0.7312698362491444,0.8932241834378093,0.691715006486054,0.7863822376266815,0.9765440368652344,0.7438923494724405,0.651765291138567,0.6978288203055037,400,400,400
50,val,0.13234539195895195,0.2145964652299881,0.08348631347219149,0.18120447039604187,0.0,0.0,0.0,0.0,,,,0.9761134064806086,0.5782835655371982,0.8108807365306027,0.9879123366902649,0.7328005919397236,0.8955650365845055,0.6945821510339004,0.7884259028494699,0.9768549601236979,0.7449097373963856,0.668812162438455,0.7068609499174203,400,400,400
55,val,0.13243070414910713,0.2305664163278906,0.08168328463099897,0.1831781240304311,0.0,0.0,0.0,0.0,,,,0.9763101126907169,0.5794091118576076,0.8022936035826249,0.9880130718569113,0.7337036458858223,0.8903028918127593,0.6908513577201163,0.7860042760436498,0.9770308176676432,0.7454505209909783,0.6996017310176444,0.7225261260043114,400,400,400
60,val,0.12552932877093553,0.22330937887492933,0.07838566408803066,0.1726729941368103,0.0,0.0,0.0,0.0,,,,0.977350220003083,0.5845001680672269,0.8189611542988557,0.988545387778154,0.7377723017602454,0.9004712963367664,0.7017306611830414,0.7936038474563886,0.9781002298990885,0.7579086956397064,0.671543061276453,0.7147258784580797,400,400,400
65,val,0.12233129202077786,0.23028851790647759,0.07605185924097896,0.16861072480678557,0.0,0.0,0.0,0.0,,,,0.9767800808934265,0.581493503395916,0.8117629463026386,0.9882536659838868,0.7353726109494402,0.8961028240027169,0.6966282248492772,0.7900121768639936,0.9775378672281901,0.7494064754381853,0.6682518358912707,0.7088291556647279,400,400,400
70,val,0.11928243067115546,0.22772234580234477,0.07412380839387576,0.1644410530726115,0.0,0.0,0.0,0.0,,,,0.9772453413058529,0.5869324275255233,0.8299147704351214,0.9884917373586432,0.7397068928016262,0.907052922730147,0.7084235989803224,0.7980308464221659,0.978016840616862,0.753669635254905,0.7008211406829095,0.7272453879689073,400,400,400
75,val,0.11547463284184535,0.23990431192674136,0.07163178657492002,0.15931747913360594,0.0,0.0,0.0,0.0,,,,0.9774960438695073,0.5856371812157086,0.8230541531552045,0.9886199741333198,0.7386774076106116,0.9029398844030218,0.7043456671854565,0.7953957927468068,0.9782412974039714,0.7557101741927428,0.6796711401242037,0.7176906571584732,400,400,400
80,val,0.11242013035962979,0.23514606333092639,0.07001069836008052,0.15482956210772197,0.0,0.0,0.0,0.0,,,,0.9770677988826958,0.5850563032483622,0.8179153315197925,0.9884009030290899,0.7382151688231732,0.8998387519357223,0.7014858173840773,0.7933464778836168,0.9778358968098958,0.7517490033215669,0.6844374987696143,0.7180932510455906,400,400,400
85,val,0.11275537621229886,0.2373718250738947,0.06987291473895312,0.15563783824443816,0.0,0.0,0.0,0.0,,,,0.9771785592109878,0.5852969858438554,0.8211050706962695,0.9884575721890696,0.7384067352304983,0.9017657288520244,0.7032010282700625,0.7945268719170375,0.9779388682047526,0.7527183749254365,0.6805481406532691,0.7166332577893528,400,400,400
90,val,0.11130799272408089,0.2446274269176157,0.06866687040776015,0.15394911507765452,0.0,0.0,0.0,0.0,,,,0.977232915151844,0.5828179759782077,0.8223731462261545,0.9884853804153834,0.7364308275789154,0.9025299214150063,0.7025955611021811,0.7941413457854022,0.9779874674479166,0.7490393559888927,0.6978913652196947,0.7234653606042938,400,400,400
91,val,0.1110563434412082,0.24143373770149132,0.06851562843347589,0.15359705805778504,0.0,0.0,0.0,0.0,,,,0.9767823288492454,0.5807204733060876,0.8233005313914584,0.9882548165208102,0.7347541619316245,0.9030881275103382,0.702010502348773,0.7936011111822637,0.9775592295328775,0.7455097347907063,0.719186692045651,0.7323482134181787,400,400,400
92,val,0.10958914233992498,0.2424487804895953,0.06832642828735212,0.15085185647010804,0.0,0.0,0.0,0.0,,,,0.9768680859480486,0.5811813671339527,0.8219029414304443,0.9882987063141049,0.735122964656991,0.9022466814671669,0.7015421542821985,0.7933174648374819,0.977643051147461,0.7471528147413095,0.6960654411714914,0.7216091279564004,400,400,400
93,val,0.11086534926046927,0.24308376269120918,0.06806047519668937,0.15367022295792898,0.0,0.0,0.0,0.0,,,,0.9771377773207026,0.582357140686373,0.8220036655769359,0.9884367073749009,0.7360628339993666,0.9023073675503821,0.7021804031316545,0.7938328611946704,0.9778957875569662,0.7495260922394772,0.6977679949764481,0.7236470436079627,400,400,400
