epoch,split,train_loss,val_loss,loss_ce,loss_dice,loss_tversky,loss_bd,loss_cldice,IoU_background,IoU_crack,IoU_spalling,Dice_background,Dice_crack,Dice_spalling,mIoU_fg,mIoU_all,pixel_acc,BF1_crack,BF1_spalling,BF1_fg_mean,sampled_t0,sampled_t1,sampled_t2
1,val,0.6248620812098186,0.9634144039530503,0.3043571512897809,0.9453670100371043,0.0,0.0,0.0,0.7187075250535625,0.05750605980974163,0.01721040947079712,0.8363348790611299,0.10875788233324674,0.03383844543972141,0.037358234640269376,0.2644746647780338,0.7167279307047526,0.09552714966996317,0.03541429218691074,0.06547072092843695,400,400,400
5,val,0.22817224822938442,0.2777070791313523,0.05924626944586635,0.3970982267459234,0.0,0.0,0.0,0.9697736252238585,0.5077805148141098,0.7313494794366883,0.9846548992284804,0.6735469915217901,0.8448317201384901,0.619564997125399,0.7363012064915523,0.9704848225911459,0.6374827013925055,0.4715741120159036,0.5545284067042046,400,400,400
10,val,0.16765137266367675,0.25333736268313306,0.05504064882795016,0.28026209672292074,0.0,0.0,0.0,0.9740877359228979,0.5416628699794848,0.7517421094831985,0.98687380322284,0.7026995078200109,0.8582794298471007,0.6467024897313416,0.7558309051285271,0.9747254180908204,0.6884120939719459,0.546080725530695,0.6172464097513204,400,400,400
15,val,0.14983598311742147,0.25481195590997996,0.05014430123070876,0.24952766517798106,0.0,0.0,0.0,0.9733963010418191,0.5477899108121425,0.7424574939732573,0.9865188259732036,0.7078349677634364,0.8521958171619564,0.6451237023926999,0.7545479019424063,0.973928960164388,0.6851016881949411,0.57872443117747,0.6319130596862055,400,400,400
20,val,0.1479847784464558,0.25930432191020564,0.04959528000714878,0.24637427647908527,0.0,0.0,0.0,0.9737021472385988,0.5386185627034981,0.7847386058577507,0.9866758756896554,0.7001326719431935,0.8793877190554781,0.6616785842806243,0.7656864385999492,0.9741786448160807,0.6914805373489464,0.6060261824920493,0.6487533599204979,400,400,400
25,val,0.13808663636446,0.24709493353178627,0.04755220076690118,0.22862107237180074,0.0,0.0,0.0,0.975923371729649,0.5487989286702403,0.7925399525992407,0.9878149989949888,0.7086767927214739,0.8842647567771443,0.6706694406347404,0.77242075099971,0.9764704386393229,0.7207108681944078,0.6347629458802927,0.6777369070373502,400,400,400
30,val,0.12923007786273957,0.29477120426140335,0.04426190998715659,0.21419824560483297,0.0,0.0,0.0,0.9756357601096172,0.5423663264633196,0.7267899044913398,0.9876676458371907,0.7032911924458021,0.8417815075255842,0.6345781154773298,0.7482639970214255,0.9760554758707682,0.7242847262952695,0.6479219638027176,0.6861033450489935,400,400,400
35,val,0.12110373398909967,0.2372511678228253,0.041622881001482405,0.20058458626270295,0.0,0.0,0.0,0.9758225233875452,0.5581996917696633,0.8166258269557576,0.9877633358632826,0.7164674652652642,0.8990578189942753,0.6874127593627104,0.7835493473709887,0.9764433797200521,0.7242585316860183,0.6877164565858971,0.7059874941359576,400,400,400
40,val,0.11911862714836995,0.3074041875569444,0.04091642998003711,0.19732082406679788,0.0,0.0,0.0,0.9758190916920847,0.5503223836808453,0.7376911256242796,0.9877615777630699,0.7099457370592109,0.8490474685013519,0.6440067546525625,0.7546108669990699,0.9759586334228516,0.7251183991628037,0.656545233361262,0.6908318162620328,400,400,400
45,val,0.11208329105128845,0.2574541917756984,0.03927775057653586,0.1848888313770294,0.0,0.0,0.0,0.975925520400159,0.562118313444977,0.770651353593018,0.9878160996701103,0.7196872459747611,0.870472159331883,0.6663848335189975,0.7695650624793847,0.9762600708007813,0.7350854922330046,0.6930832739182436,0.714084383075624,400,400,400
