epoch,split,train_loss,val_loss,loss_ce,loss_dice,loss_tversky,loss_bd,loss_cldice,loss_snake,IoU_background,IoU_crack,IoU_spalling,Dice_background,Dice_crack,Dice_spalling,mIoU_fg,mIoU_all,pixel_acc,BF1_crack,BF1_spalling,BF1_fg_mean,sampled_t0,sampled_t1,sampled_t2
1,val,0.981373075445493,0.9648630681790804,1.0171774015824,0.9455687493085861,0.0,0.0,0.0,0.0,0.707396747517283,0.05245830081885023,0.017764983878445436,0.8286260923782419,0.09968718148364794,0.03490979579735111,0.03511164234864783,0.25920667740485953,0.7046688079833985,0.08585318233065904,0.03604260638772443,0.060947894359191734,400,400,400
5,val,0.3189085169136524,0.29117562817899806,0.17522688594957192,0.46259014825026196,0.0,0.0,0.0,0.0,0.968991554424877,0.5115927713847608,0.7203744219368012,0.984251610675811,0.6768923232096351,0.8374623718548456,0.615983596660781,0.7336529159154797,0.9695390319824219,0.6384013113117174,0.46902278801058633,0.5537120496611518,400,400,400
10,val,0.23394823340078194,0.23031941977770706,0.14670815020799638,0.321188316543897,0.0,0.0,0.0,0.0,0.9748990814968196,0.5543116058772118,0.7599979290928534,0.9872900247215893,0.713256728935474,0.863635026530486,0.6571547674850327,0.763069538822295,0.975217539469401,0.7013638058881047,0.553353336571935,0.6273585712300198,400,400,400
15,val,0.21278646918634572,0.22141021058747642,0.13424126277367274,0.29133167465527854,0.0,0.0,0.0,0.0,0.9733777965823315,0.5487192972204367,0.7833300353818755,0.9865093225109884,0.708610395964266,0.8785025988912212,0.6660246663011561,0.7684757097282146,0.9739217631022136,0.6976146600440659,0.6516025278176113,0.6746085939308386,400,400,400
20,val,0.20123967776695886,0.24824705210171247,0.12513190979758898,0.2773474462827047,0.0,0.0,0.0,0.0,0.973734410621647,0.5526142184860808,0.760064365068671,0.9866924398556337,0.7118500035700078,0.8636779201413083,0.6563392917773759,0.7621376647254663,0.9743185679117838,0.7056291328332556,0.5453628618882774,0.6254959973607666,400,400,400
25,val,0.18776410485307377,0.22162514121124618,0.11812494197239479,0.25740326702594757,0.0,0.0,0.0,0.0,0.9753015132411981,0.5693931586820138,0.7412078345121759,0.9874963459536488,0.7256220731332788,0.8513720416607656,0.6553004965970948,0.7619675021451293,0.9757340494791666,0.7221534896789832,0.6144383537089533,0.6682959216939682,400,400,400
30,val,0.1832264441003402,0.21445601766830996,0.11547157111267249,0.2509813151756922,0.0,0.0,0.0,0.0,0.9773533465983721,0.5775211724196406,0.7810794507699496,0.9885469870923238,0.7321881728329827,0.87708546683001,0.6793003115947951,0.7786513232626541,0.9777967580159506,0.7416255206657323,0.6261893024313766,0.6839074115485544,400,400,400
35,val,0.17688157086571057,0.2681748686652434,0.11132847105463346,0.24243467092514037,0.0,0.0,0.0,0.0,0.974702826497454,0.5744267239160518,0.6963325706051416,0.9871893769720197,0.729696358922678,0.8209859112199152,0.6353796472605967,0.7484873736728824,0.975163599650065,0.7390983338641147,0.6230528724810831,0.6810756031725989,400,400,400
40,val,0.17182289029161135,0.21779283391017662,0.10693406199415524,0.2367117178440094,0.0,0.0,0.0,0.0,0.9762090709914722,0.5718684683994947,0.8033272968545657,0.9879613299231585,0.7276289077568706,0.8909389862347902,0.6875978826270301,0.7838016120818443,0.9766083017985026,0.7375079875184688,0.5832165917515558,0.6603622896350123,400,400,400
45,val,0.16635162559648356,0.23021844539203143,0.10704742919653654,0.2256558217604955,0.0,0.0,0.0,0.0,0.9728991290986729,0.5451409253575926,0.795961283146484,0.9862634280173724,0.7056196835009473,0.8863902475135518,0.6705511042520382,0.7713337792009165,0.9734911092122396,0.7162340802845865,0.6432313740838022,0.6797327271841943,400,400,400
50,val,0.15848060290018717,0.23320223038133822,0.10102189037327965,0.21593931575616201,0.0,0.0,0.0,0.0,0.9760429075140966,0.5761765663538588,0.7483962091235485,0.9878762286007029,0.731106626825087,0.8560945227611895,0.6622863877387037,0.7668718943305013,0.976351801554362,0.7476103998504809,0.6255222548410971,0.686566327345789,400,400,400
55,val,0.1565089673548937,0.22687782151134392,0.09861395984267195,0.2144039742151896,0.0,0.0,0.0,0.0,0.9772593419932721,0.5869158297383295,0.7836754729426563,0.988498899702351,0.739693711209759,0.8787197949745545,0.6852956513404929,0.782616881558086,0.9778342692057291,0.7567785276160838,0.6508976891578131,0.7038381083869485,400,400,400
60,val,0.15531808132926622,0.2605427878075524,0.09432355342432856,0.2057414303223292,0.0,0.0,0.10571178913116455,0.0,0.9750263400617989,0.5757065458016732,0.7209007821790603,0.9873552775314279,0.7307281261673895,0.8378179493488664,0.6483036639903668,0.7572112226808442,0.975656000773112,0.7434225740098654,0.6266761906363354,0.6850493823231004,400,400,400
65,val,0.15421034894883634,0.21096729820496157,0.09323449976121385,0.20519291679064433,0.0,0.0,0.09993281622727712,0.0,0.9772310295031392,0.5858480276793228,0.8027231823065902,0.9884844157525777,0.7388451067869767,0.8905673263484672,0.6942856049929564,0.7886007464963507,0.9777454630533854,0.760655391452445,0.6828283535915555,0.7217418725220002,400,400,400
70,val,0.15068354181945323,0.22326466519581645,0.09146684958289067,0.20014479537804922,0.0,0.0,0.09755439599355062,0.0,0.9757211623117972,0.5792905895828186,0.7924920973483919,0.9877114047511674,0.7336086131379312,0.884234969315306,0.6858913434656053,0.7825012830810025,0.976484629313151,0.7552869345795074,0.6622736607338304,0.7087802976566688,400,400,400
75,val,0.15015810791403056,0.2326979295987832,0.09121716733401021,0.19932901799678804,0.0,0.0,0.09770030915737152,0.0,0.9758087327454998,0.5788420171472664,0.772689835690727,0.987756270709015,0.7332488125609276,0.871771045485404,0.6757659264189967,0.7757801951944977,0.976380106608073,0.7499254225577299,0.6655825570506806,0.7077539898042052,400,400,400
80,val,0.14872903135915597,0.2163540771917293,0.08964709486812353,0.19816253542900086,0.0,0.0,0.09648432830969493,0.0,0.9767782415590252,0.5836125925284051,0.806281846385259,0.9882527245834816,0.737064854475053,0.8927530861241778,0.694947219456832,0.7888908934908964,0.9774548085530599,0.7608763270002229,0.6428787315685147,0.7018775292843689,400,400,400
85,val,0.14582433838397266,0.21595369063709913,0.08797756128013134,0.19442101319630942,0.0,0.0,0.09250102400779724,0.0,0.9770868825275483,0.5848859986063192,0.8166512068149551,0.9884106673940606,0.7380795831632595,0.8990731999091331,0.7007686027106371,0.7928746959829409,0.9778220876057943,0.7657328737343667,0.6480058998122951,0.7068693867733309,400,400,400
90,val,0.1459335247427225,0.2171035693272164,0.08774939488619565,0.19488457024097441,0.0,0.0,0.0923308366537094,0.0,0.9760803037157451,0.5793297695063995,0.8134336357719842,0.9878953824704,0.733640029703818,0.8971198280721235,0.6963817026391919,0.7896145696647096,0.976871109008789,0.7563820790867403,0.6696795000672268,0.7130307895769835,400,400,400
91,val,0.14504840588817994,0.2212584065763574,0.08691663382574916,0.19386317173639933,0.0,0.0,0.09317006150881449,0.0,0.9763786387034971,0.5810992075766049,0.8054291893504363,0.9880481599861864,0.7350572371322251,0.8922301623363212,0.6932641984635206,0.7876356785435128,0.977129872639974,0.759299235252366,0.6520651513535416,0.7056821933029538,400,400,400
92,val,0.14223188894490402,0.22139640524983406,0.0874190946854651,0.1879761803150177,0.0,0.0,0.09068503141403199,0.0,0.9760742099601869,0.5779418054031215,0.8070371307544171,0.987892261373982,0.7325261342644673,0.8932158803150752,0.6924894680787692,0.787017715372575,0.9768220774332682,0.7552247447369532,0.6606242532529802,0.7079244989949667,400,400,400
93,val,0.14287011314183473,0.22075831752858663,0.08694234838088354,0.189834104180336,0.0,0.0,0.08963773171106974,0.0,0.9762943426950321,0.5791278392545137,0.8068265541059094,0.9880049966278601,0.7334780945004588,0.8930868901305911,0.6929771966802116,0.7874162453518183,0.9770401000976563,0.7578204679422166,0.6577437874076975,0.707782127674957,400,400,400
94,val,0.14366016616423924,0.22153993421479276,0.08672673861185709,0.19149661819140115,0.0,0.0,0.09096976319948832,0.0,0.9758496298315951,0.5766988290935854,0.8061205861157819,0.9877772226166506,0.7315269326674375,0.8926542250973549,0.6914097076046837,0.786223015013654,0.976616439819336,0.7529098309399558,0.6538234239428019,0.7033666274413788,400,400,400
95,val,0.14496909357607365,0.22240282261842176,0.08744010097657641,0.19336428344249726,0.0,0.0,0.09133801380793254,0.0,0.9762324857291126,0.579001481530666,0.8062989885551585,0.9879733207289533,0.7333767425846727,0.8927635941379887,0.6926502350429122,0.7871776519383124,0.9769816589355469,0.7568787524767372,0.6540979612449843,0.7054883568608608,400,400,400
96,val,0.14618648285667102,0.2210593419639688,0.08807060321172079,0.1951430650552114,0.0,0.0,0.09159297386805217,0.0,0.9762383412016681,0.5792768212621167,0.8067442959025742,0.9879763193017076,0.7335975725891726,0.8930364941316263,0.6930105585823454,0.787419819455453,0.9769904073079427,0.757631303304668,0.6597663458781974,0.7086988245914327,400,400,400
97,val,0.14433341758946577,0.2218088850771126,0.08665444293369849,0.19263266483942668,0.0,0.0,0.09379726906617482,0.0,0.9763025325121955,0.5793285059384661,0.8061904880482857,0.9880091903451234,0.733639016531546,0.8926970808260989,0.6927594969933759,0.7872738421663158,0.9770527140299479,0.7574136835328944,0.6554863166498237,0.706450000091359,400,400,400
98,val,0.14297875757018724,0.22215534393724642,0.08686645660549402,0.19004049440224965,0.0,0.0,0.09050563812255859,0.0,0.9762053158965917,0.5786624281367652,0.8080235078761019,0.9879594068936036,0.7331047066468013,0.893819692450009,0.6933429680064336,0.787630417303153,0.9769613647460937,0.7563539719727673,0.6610177130931537,0.7086858425329605,400,400,400
99,val,0.14460886619985103,0.22171260691002795,0.0876364030999442,0.19229275941848756,0.0,0.0,0.09288570404052734,0.0,0.9762267362631676,0.57857518300844,0.8080620328964674,0.9879703764246277,0.7330346875285275,0.8938432622269862,0.6933186079524537,0.7876213173893584,0.9769796498616536,0.7560413859622745,0.6600923242647672,0.7080668551135209,400,400,400
100,val,0.14337208821127811,0.22207565840921903,0.08728149796525637,0.1902694348494212,0.0,0.0,0.09193243583043416,0.0,0.97638410369576,0.5794996940455106,0.8077643361044717,0.988050958181621,0.7337762662824717,0.8936611039081707,0.6936320150749912,0.787882711281914,0.9771290079752604,0.7576065766555509,0.662440657022911,0.7100236168392309,400,400,400
