epoch,split,train_loss,val_loss,loss_ce,loss_dice,loss_tversky,loss_bd,IoU_background,IoU_crack,IoU_spalling,Dice_background,Dice_crack,Dice_spalling,mIoU_fg,mIoU_all,pixel_acc,BF1_crack,BF1_spalling,BF1_fg_mean
22,val,0.1421590093523264,0.373818558689795,0.08113040348514915,0.20318761587142944,0.0,0.0,0.9728662818305105,0.44394933529464775,0.7811183321982246,0.9862465497943866,0.6149098509804111,0.8771099798115966,0.6125338337464361,0.732644649774461,0.9732352447509766,0.5834145322144305,0.594180408970997,0.5887974705927137
23,val,0.11744497280567884,0.4279348493406647,0.05800614846870303,0.17688379645347596,0.0,0.0,0.9720459277840169,0.4364495441083395,0.7016598621243558,0.9858248371287199,0.6076782103464147,0.8246769847981278,0.5690547031163476,0.7033851113389041,0.9720709737141927,0.5829014360342822,0.5050817457661271,0.5439915909002047
24,val,0.11264065388590097,0.4076339449537428,0.05743524277582765,0.16784606635570526,0.0,0.0,0.9733156442250451,0.43577326258265403,0.7850784132396068,0.9864774011937486,0.607022395442564,0.8796010387183228,0.6104258379111305,0.7313891066824354,0.9735936482747396,0.587607116236395,0.5837772831244381,0.5856921996804165
25,val,0.10634657479822636,0.40189897465078456,0.051902956534177064,0.1607901930809021,0.0,0.0,0.9726956266876481,0.4336554614195454,0.7869076840424704,0.9861588513995955,0.6049646837604316,0.8807479995410524,0.6102815727310079,0.7310862573832213,0.9730703989664714,0.5802662736232367,0.5895171299951162,0.5848917018091764
26,val,0.10531853966414928,0.3977484310928144,0.04931801296770573,0.16131906628608703,0.0,0.0,0.9729157328084923,0.44634390631810167,0.783956134017601,0.986271959445043,0.6172030101116698,0.8788962004935333,0.6151500201678514,0.7344052577147316,0.973265889485677,0.5850468403172521,0.5813654613981107,0.5832061508576813
27,val,0.10317561909556389,0.41084128245711327,0.049309263788163665,0.15704197466373443,0.0,0.0,0.9708633418793069,0.42746345105008715,0.7080790548302435,0.9852162970909439,0.5989133392320926,0.8290940080646507,0.5677712529401653,0.7021352825865459,0.9711530049641927,0.5735842186484055,0.5838463892165567,0.578715303932481
28,val,0.10899900659918785,0.45568385053622096,0.05328750563785434,0.16471050798892975,0.0,0.0,0.9722802141264486,0.41287402488743585,0.7531246072146808,0.9859453105724996,0.5844456301336981,0.8591797800513744,0.5829993160510583,0.7127596154095217,0.9725745900472005,0.561457357575167,0.5483067460812469,0.5548820518282069
29,val,0.10078234216198326,0.3912712712036936,0.04995084100402892,0.15161384403705597,0.0,0.0,0.9732447773954823,0.44025617674890466,0.7872125988954689,0.9864410016886844,0.6113581512182041,0.8809389541926699,0.6137343878221868,0.7335711843466187,0.9735779825846355,0.592187270692661,0.603265190800812,0.5977262307467365
30,val,0.17460533136501907,0.34223059819717155,0.10622200792189687,0.2429886543750763,0.0,0.0,0.9678288901453012,0.48154522330248245,0.6145249904777432,0.9836514698936434,0.6500580822353565,0.7612455602757853,0.5480351068901128,0.6879663679751756,0.9684548187255859,0.6275981805132489,0.5448987924517932,0.586248486482521
31,val,0.183274908028543,0.3069726279691646,0.10807055342942476,0.2584792622923851,0.0,0.0,0.9711364140975006,0.4952787633644353,0.7256452767625005,0.9853568805811368,0.6624567612396753,0.8410132563557795,0.6104620200634678,0.7306868180748122,0.971712163289388,0.6449649995286918,0.6031640486821799,0.6240645241054359
32,val,0.16634771237149834,0.289231219181889,0.09695392443798483,0.23574150025844573,0.0,0.0,0.9718539192462629,0.5002326219044634,0.7652286518634115,0.9857260822016187,0.6668734096308949,0.8670023014362706,0.6327306368839374,0.7457717310047126,0.9724915313720703,0.645827893508224,0.5974125905037295,0.6216202420059768
33,val,0.15712011370807885,0.30747681052276965,0.09280820952728391,0.22143201738595963,0.0,0.0,0.9740759043354222,0.5021850021979967,0.7732593560450761,0.98686773106969,0.6686060657817775,0.8721334004628479,0.6377221791215364,0.7498400875261649,0.9745233662923177,0.6678621999488188,0.5981622318414448,0.6330122158951318
34,val,0.15757002994418146,0.2966950608319358,0.0895215018838644,0.22561855733394623,0.0,0.0,0.9728969944425757,0.5061260857558215,0.7830381715810727,0.9862623311638822,0.6720899273208345,0.8783190220619108,0.6445821286684471,0.7540204172598233,0.9734531656901042,0.6600232411393674,0.5982615756820598,0.6291424084107136
35,val,0.1495209439098835,0.2820030625321363,0.08598339637741446,0.2130584916472435,0.0,0.0,0.973746831441174,0.5052494301772562,0.8068165799879812,0.9866988166158794,0.6713165539850212,0.8930807796697859,0.6560330050826186,0.7619376138688038,0.9742543029785157,0.6532884717740894,0.6057415358681428,0.6295150038211161
36,val,0.14669166557490826,0.2931343160177532,0.08249937813729048,0.21088395208120347,0.0,0.0,0.9744302461120898,0.5081260980297048,0.8100348272034904,0.9870495531871737,0.6738509448162822,0.8950488852802869,0.6590804626165976,0.764197057115095,0.9748732248942057,0.6602513793607536,0.6371126679847147,0.6486820236727342
37,val,0.14556256148964167,0.30420892960146856,0.0799951761495322,0.21112994611263275,0.0,0.0,0.974464457921389,0.5069770363915969,0.8022161929152826,0.987067104714818,0.6728397635116398,0.8902552269465628,0.6545966146534397,0.7612192290760894,0.9749076843261719,0.670113018913938,0.6111627837051278,0.6406379013095329
38,val,0.13996205853298307,0.2851363585183495,0.07570022540166974,0.2042238911986351,0.0,0.0,0.9743286892287621,0.5117952836065741,0.8040478664643633,0.9869974483421674,0.6770695598224428,0.891381965424415,0.6579215750354688,0.7633906130999,0.9747754160563151,0.6783749212197477,0.6294487030143511,0.6539118121170494
39,val,0.1330321012996137,0.2904301034776788,0.07424549849703908,0.19181870371103288,0.0,0.0,0.9732318161121816,0.5140662087270936,0.7318394479764853,0.9864343440698421,0.679053803280214,0.8451585380291234,0.6229528283517894,0.7397124909385867,0.9736692301432291,0.6693189586370083,0.6110807196929725,0.6401998391649903
40,val,0.14442130520939828,0.31057155328361613,0.0804217474721372,0.20842086255550385,0.0,0.0,0.9742850432060287,0.506602408527903,0.7776607478214211,0.986975053636524,0.6725097552749869,0.8749259371052308,0.642131578174662,0.7528493998517843,0.9747215525309245,0.6600149567285808,0.5791284207237952,0.619571688726188
41,val,0.14632104080170394,0.32969882201991585,0.08546047573909163,0.20718160659074783,0.0,0.0,0.9743205981346209,0.49946264970434606,0.7738721699282636,0.9869932968892481,0.6661888507897502,0.8725230408903246,0.6366674098163048,0.7492184725890768,0.9747058868408203,0.6658955762624247,0.5528350158640876,0.6093652960632561
42,val,0.14751541912555693,0.2944173405044957,0.08470249766483903,0.21032833993434907,0.0,0.0,0.9738774725014099,0.507995362258873,0.7896096533697573,0.9867658819442899,0.6737359742246568,0.8824378566386883,0.6488025078143151,0.7571608293766801,0.9743770090738932,0.6626192153586604,0.6269674600751297,0.6447933377168951
43,val,0.12795114051550627,0.29932454953852455,0.07241468463093043,0.18348759680986404,0.0,0.0,0.9748788433166841,0.5146933387266616,0.7882826866472527,0.9872796466637282,0.6796007159565941,0.8816085874265864,0.6514880126869571,0.7592849562301994,0.9752701314290365,0.684230493389714,0.5812036643045317,0.6327170788471228
44,val,0.12762972671538592,0.2996423895421781,0.07200204397551715,0.18325740993022918,0.0,0.0,0.9743622770745739,0.510147509608776,0.7930066991808622,0.9870146815388847,0.6756260648218883,0.8845551994235699,0.6515771043948191,0.7591721619547375,0.9748368326822917,0.6763553475880446,0.623707153217831,0.6500312504029377
45,val,0.1246341978572309,0.31774854895315674,0.06886210934258997,0.1804062867164612,0.0,0.0,0.9748902574841288,0.505546808458591,0.7964640888358531,0.9872854998293125,0.6715789979006763,0.8867019316283452,0.6510054486472221,0.7589670515928577,0.9752552795410157,0.6742627767033719,0.6117222080282946,0.6429924923658332
46,val,0.12436264296993613,0.3223663921418943,0.07000931939575822,0.17871596723794936,0.0,0.0,0.9751259512348762,0.5033289486191566,0.7842560242611829,0.9874063480612099,0.6696191795966893,0.8790846309020302,0.6437924864401697,0.7542369747050719,0.9754761250813803,0.6773735372464319,0.6515486514059475,0.6644610943261897
47,val,0.1182407952286303,0.3097336072670786,0.06638427009340375,0.17009732067584993,0.0,0.0,0.9755235886610765,0.5106480647607411,0.8039432906012337,0.9876101649813696,0.6760648978047953,0.8913176980561164,0.6572956776809874,0.7633716480076838,0.9758887736002604,0.6801591563962495,0.6478312403326303,0.6639951983644399
48,val,0.11662461688742042,0.3218555485731677,0.06540393235627562,0.16784530073404313,0.0,0.0,0.9753774905852673,0.5074049597090999,0.7961734110150845,0.9875352890614151,0.6732165188139215,0.8865217646943535,0.6517891853620923,0.7596519537698173,0.9757351684570312,0.678871848787067,0.6335293037738078,0.6562005762804374
49,val,0.11709342312067747,0.3151267249333231,0.06547856960911304,0.16870827615261078,0.0,0.0,0.9757885014639718,0.5175412928112003,0.7985070969740095,0.9877459057393599,0.682078695667609,0.8879665788558729,0.6580241948926049,0.7639456304163939,0.9761808268229166,0.6888411798267836,0.6299382768222225,0.659389728324503
50,val,0.11387992120347917,0.31661276872220795,0.06332904017297551,0.16443080216646194,0.0,0.0,0.9758436756749242,0.5195439349981554,0.7881453720218953,0.9877741723080272,0.6838156147144059,0.8815227043097977,0.6538446535100253,0.761177660898325,0.9761997731526693,0.6887439861727561,0.6149808906192522,0.6518624383960041
51,val,0.11359710513614119,0.35640305280685425,0.06267800297122449,0.1645162072777748,0.0,0.0,0.9752887966638425,0.49199411104156265,0.7804253810006995,0.9874898276252599,0.6595121353369163,0.8766729449364021,0.6362097460211311,0.7492360962353682,0.9755997467041015,0.6654279476115562,0.5982041483071289,0.6318160479593425
52,val,0.10969108275137841,0.3293238256714846,0.061510477080009875,0.15787168800830842,0.0,0.0,0.9757009000288942,0.5105518848914847,0.8028865649876646,0.9877010229783515,0.6759806002005179,0.890667866276055,0.6567192249395747,0.7630464499693478,0.9762767537434895,0.6789583401174661,0.6274449850834344,0.6532016626004502
53,val,0.11004861669614911,0.31534146007738617,0.060965617410838606,0.15913161545991897,0.0,0.0,0.9752253736620049,0.518794266305424,0.8070082219363499,0.9874573166847975,0.6831659531707719,0.8931981737986535,0.662901244120887,0.7670092873012596,0.9758380635579427,0.6833264594562327,0.6452761452000171,0.6643013023281249
54,val,0.11645222178660333,0.3172160902697789,0.06429362309165298,0.16861082077026368,0.0,0.0,0.9755029491714784,0.5148284745979401,0.7791878697807417,0.9875995878220301,0.6797185070535248,0.8758916166360385,0.6470081721893409,0.7565064311833867,0.97586550394694,0.6883547473861696,0.6220977476717748,0.6552262475289723
55,val,0.1155342143960297,0.3344489941863637,0.06587101695593446,0.16519741147756575,0.0,0.0,0.9754941497426013,0.511893884729606,0.7936617935955069,0.9875950782944147,0.6771558373240665,0.8849625904162929,0.6527778391625565,0.7603499426892381,0.975991719563802,0.6839904296486247,0.6103902168378116,0.6471903232432181
56,val,0.11162032637745142,0.3318881784614764,0.060803728848695754,0.16243692368268967,0.0,0.0,0.9748380034434971,0.5130957571078179,0.7994389621599157,0.9872587034923228,0.6782065902934873,0.888542461257288,0.6562673596338668,0.7624575742370769,0.9754080200195312,0.6782042582269392,0.6792869044272047,0.678745581327072
57,val,0.10514790318906307,0.33202382294755234,0.05901432011742145,0.1512814864516258,0.0,0.0,0.9756139324604867,0.5195900499956896,0.8068793822793616,0.9876564610429012,0.6838555569604623,0.8931192532193165,0.6632347161375256,0.7673611215785127,0.9761642710367838,0.6950335408472709,0.6378534476367769,0.6664434942420239
58,val,0.10276768810115755,0.34540397164068726,0.05723175053484738,0.14830362647771836,0.0,0.0,0.9760573159196085,0.5110203319405214,0.803207369269647,0.9878836084927783,0.6763910731555092,0.8908652248853332,0.6571138506050842,0.763428339043259,0.9765216064453125,0.6928361079980314,0.6564165578756582,0.6746263329368448
59,val,0.10320744746364653,0.3466234877705574,0.056732622827403247,0.14968227237462997,0.0,0.0,0.9756146352750001,0.508531783775272,0.7990529340127931,0.9876568211787895,0.6742075828228338,0.8883039725023577,0.6537923588940325,0.7610664510210218,0.9760414377848308,0.6882675207786892,0.6892319632874216,0.6887497420330555
60,val,0.10301520979497582,0.32793962582945824,0.05681518732919358,0.14921523302793502,0.0,0.0,0.9754428926919939,0.5115549559127401,0.7912268690394685,0.9875688093040537,0.6768592222356108,0.8834468516696132,0.6513909124761044,0.7594082392147342,0.9758797454833984,0.6889537934413853,0.663361563319453,0.6761576783804191
61,val,0.10203545917756855,0.3481453143452343,0.05728805077029392,0.14678286731243134,0.0,0.0,0.9754784974087539,0.5102735870782006,0.8032151383078912,0.9875870566936512,0.6757366234092513,0.8908700035222815,0.6567443626930458,0.7629890742649486,0.9759929911295573,0.6800008712008118,0.6515383381899931,0.6657696046954025
62,val,0.10033568159677088,0.3478987699276523,0.05574804367031902,0.14492331981658935,0.0,0.0,0.9758276676710208,0.5123776805802301,0.8054561108441455,0.9877659713321699,0.6775790031279147,0.8922466804995359,0.6589168957121878,0.7645538196984655,0.9763357798258464,0.692921304197328,0.6590421152873127,0.6759817097423204
63,val,0.09934269282966852,0.34571161356411484,0.05512212390312925,0.14356326103210448,0.0,0.0,0.9755350929598582,0.5135258006717524,0.8077321795236132,0.9876160605157931,0.6785821562392035,0.8936414239596849,0.6606289900976827,0.7655976910517412,0.976083984375,0.6883267974744766,0.668077529171039,0.6782021633227577
64,val,0.09780511669348925,0.34340911613483177,0.05455984244588762,0.14105039089918137,0.0,0.0,0.9763430051061954,0.5193230297373294,0.808478992944195,0.9880299144264518,0.6836242452365293,0.8940982959696924,0.6639010113407622,0.7680483425959066,0.9768590037027994,0.7047203269678711,0.6397069676212515,0.6722136472945612
65,val,0.09737039907835424,0.3472114493580241,0.05412236937088892,0.1406184285879135,0.0,0.0,0.9752957160335948,0.5242319447928065,0.795443770292086,0.9874933744016762,0.687863742239134,0.8860692642718427,0.6598378575424463,0.7649904770394956,0.9758706156412761,0.6982520825276972,0.6512511068845196,0.6747515947061085
66,val,0.09699338731821626,0.3500322546613844,0.05369026924250647,0.14029650539159774,0.0,0.0,0.9754989903226191,0.5150532181040264,0.7977535208897214,0.9875975589978006,0.6799143580561166,0.8875004405441601,0.6564033694968738,0.7627685764387889,0.9759932454427084,0.6919438460814428,0.6595785086474308,0.6757611773644367
67,val,0.09663264819420875,0.3492646060491863,0.053143589321989565,0.14012170761823653,0.0,0.0,0.975796997457269,0.5168966871191037,0.796598455955754,0.9877502584658855,0.6815186446227871,0.8867851948942923,0.6567475715374289,0.7630973801773756,0.9763041941324869,0.6936852048542337,0.6656449162804575,0.6796650605673455
68,val,0.09479742610827088,0.3405121633488881,0.05239681993843988,0.1371980318427086,0.0,0.0,0.9759676055938039,0.5206675849587198,0.799338404644959,0.987837657693293,0.6847881681818764,0.888480346533461,0.6600029948018393,0.7653245317324942,0.9764525604248047,0.7027301133985533,0.6767070170514214,0.6897185652249873
69,val,0.10329677717760205,0.34290297799988795,0.05853304564487189,0.14806050896644593,0.0,0.0,0.9749454652752092,0.5146703870203372,0.7474288885906137,0.9873138093353381,0.6795807080282303,0.8554612934131488,0.6310496378054755,0.7456815802953867,0.9753582255045573,0.693349065777394,0.6480295754633073,0.6706893206203506
70,val,0.17693275901178518,0.2686654199895106,0.12736683204770088,0.22649868667125703,0.0,0.0,0.9661813950426138,0.5076951515889084,0.6373664877574866,0.982799855067974,0.6734718899292949,0.7785263623300541,0.5725308196731975,0.7037476781296697,0.966998062133789,0.667353329065168,0.5373902134866451,0.6023717712759065
71,val,0.18386864354213078,0.2454973639626252,0.12126466354976098,0.24647262275218965,0.0,0.0,0.9746300470335717,0.5473282826411097,0.7895656396841085,0.9871520475419987,0.7074494647081404,0.8824103706232105,0.6684469611626092,0.7705079897862633,0.9750555674235026,0.7126231309889913,0.6239480120056881,0.6682855714973397
72,val,0.17170484469582636,0.25495827943086624,0.11458649258750181,0.22882319668928783,0.0,0.0,0.9766428565657788,0.5518353438868954,0.7968406253536363,0.9881834275946025,0.7112034740808373,0.8869352285451695,0.6743379846202658,0.7751062752687702,0.9769748942057291,0.7360330034216508,0.6113844998209952,0.6737087516213229
73,val,0.16671022242556016,0.2492132931947708,0.11073732381376128,0.22268312116463979,0.0,0.0,0.977246786020604,0.5551521743500177,0.7968544391427231,0.9884924764373045,0.7139522208905966,0.8869437855221053,0.6760033067463704,0.7764177998377817,0.9775527191162109,0.739618810873737,0.6111297653555414,0.6753742881146392
74,val,0.1594548783513407,0.2622495526938062,0.10814606576847534,0.21076369007428486,0.0,0.0,0.9768466144426401,0.5529417513628904,0.7943025290592525,0.9882877177277166,0.7121216888883546,0.8853607640799603,0.6736221402110714,0.7746969649549277,0.9771543629964192,0.7360973905799887,0.5722950004336171,0.654196195506803
75,val,0.16030067168176174,0.2598162813014106,0.10973136076082786,0.21086998224258424,0.0,0.0,0.9776019773918202,0.5507622745581057,0.7991754613536699,0.9886741503779645,0.7103116752244273,0.8883796811594834,0.6749688679558878,0.7758465711011985,0.9778860727945964,0.736714369938683,0.6074354965670695,0.6720749332528763
76,val,0.1582708721421659,0.2816140334072866,0.10862311959266663,0.20791862348715465,0.0,0.0,0.9773562952993337,0.5477261151715117,0.7885585359541172,0.9885484954054583,0.707781706081525,0.8817810768865397,0.6681423255628145,0.7712136488083209,0.977674814860026,0.734477065524726,0.6451395265625245,0.6898082960436253
77,val,0.160186061039567,0.2699840374683079,0.10770430439151824,0.21266781648000083,0.0,0.0,0.9774379751175833,0.5496546294406318,0.7922450081372058,0.9885902743012331,0.7093898459672099,0.8840811435269517,0.6709498187889188,0.7731125375651403,0.9777503967285156,0.7357837356437551,0.5870286829813426,0.6614062093125488
78,val,0.1574983562529087,0.2503116558256902,0.1074625094421208,0.20753420293331146,0.0,0.0,0.9774313436807245,0.5558385382721159,0.798501400856068,0.9885868824769072,0.7145195656220463,0.887963056882791,0.677169969564092,0.7772570942696362,0.9777466837565104,0.7404500922641254,0.618475015726116,0.6794625539951207
79,val,0.15723728938649098,0.26171149764406054,0.1051338006493946,0.20934077799320222,0.0,0.0,0.9771910633770152,0.5521670357127665,0.7986388388317649,0.9884639693930097,0.7114788846925967,0.8880480300875626,0.6754029372722656,0.7759989793071821,0.977527109781901,0.7350734551477665,0.6258603251825122,0.6804668901651394
80,val,0.15712807894373934,0.2581754840518299,0.10571358285533886,0.20854257464408874,0.0,0.0,0.97722798182986,0.554713851933601,0.7993435677743549,0.9884828566157225,0.7135896438353619,0.888483535985381,0.677028709853978,0.7770951338459388,0.9775405883789062,0.732563555586461,0.6212440636422245,0.6769038096143427
81,val,0.15451621936013302,0.27247087735878794,0.10267211231713494,0.2063603272040685,0.0,0.0,0.9772479798299456,0.5470015724937778,0.8039314225782679,0.9884930871584398,0.7071764918919989,0.8913104040609808,0.6754664975360228,0.7760603249673305,0.9776122792561849,0.7308789020250669,0.6209022169829199,0.6758905595039935
82,val,0.15347977152715125,0.2678205221891403,0.10453117524584134,0.20242836713790893,0.0,0.0,0.9774069478839499,0.549007963932787,0.8044821647440874,0.9885744044035917,0.7088510539854255,0.8916487848558808,0.6767450643384372,0.7769656921869413,0.9777596028645833,0.734078044887396,0.6431931956575814,0.6886356202724887
83,val,0.1526177773810923,0.2661285529795446,0.10384426889320214,0.20139128665129344,0.0,0.0,0.9774050224412426,0.5541236793004035,0.799816833294765,0.9885734195562716,0.7131011343316577,0.8887758115147877,0.6769702562975843,0.7771151783454705,0.9777748616536458,0.7391724199383563,0.6574045928877397,0.698288506413048
84,val,0.1530975361354649,0.266944130392451,0.10196817187592387,0.20422690014044445,0.0,0.0,0.9770750168462456,0.5531101015449251,0.802335837284604,0.9884045962047897,0.7122612891316977,0.8903288950780691,0.6777229694147646,0.7775069852252582,0.9774497477213542,0.7338093419808778,0.6405291967690827,0.6871692693749802
85,val,0.15228879122063518,0.2641090056613872,0.10177040237002075,0.20280718048413596,0.0,0.0,0.9769835548230135,0.5528187106169489,0.802652483249292,0.9883577963403711,0.71201964123334,0.8905238149978925,0.6777355969331205,0.7774849162297515,0.9773562367757161,0.7343650767549725,0.6296960576240788,0.6820305671895257
86,val,0.15216456043844423,0.25777813380486087,0.10112026781464617,0.2032088530063629,0.0,0.0,0.9766986597613849,0.5521138441488347,0.8003651274040808,0.9882119916844443,0.7114347265571991,0.8891142304651448,0.6762394857764578,0.7763925437714335,0.9770912679036459,0.7299735702714552,0.6271711528607944,0.6785723615661248
87,val,0.1508327174372971,0.2587001694268302,0.10128545384854078,0.20037998060385387,0.0,0.0,0.9770992255616383,0.554830117766083,0.799644464261618,0.9884169827481186,0.7136858379914076,0.8886693790261586,0.6772372910138504,0.7771912691964463,0.9774571482340495,0.7372129834892316,0.6470700279045304,0.6921415056968809
88,val,0.1508866328187287,0.26901354483867945,0.10209393719211221,0.19967932800451915,0.0,0.0,0.9770656824645074,0.5501351351351351,0.8008743983066453,0.9883998201279263,0.7097899049777701,0.8894283788582971,0.6755047667208902,0.7760250719687626,0.9774207305908204,0.7326339642656957,0.6153090518407838,0.6739715080532398
