epoch,train_loss,val_loss,IoU_background,IoU_crack,IoU_spalling,Dice_background,Dice_crack,Dice_spalling,mIoU_fg,mIoU_all,pixel_acc
20,0.2680828386782021,0.34144152936182526,0.9573873472533293,0.4936241212392999,0.445938296677181,0.9782298313072953,0.660975026072459,0.6168151126530966,0.46978120895824044,0.6323165883899368,0.958529847420302
21,0.2707392331582821,0.3145871836888163,0.9637663844288291,0.4940750371232646,0.5754287973198567,0.9815489174993136,0.661379147428326,0.7305043532259724,0.5347519172215607,0.6777567396239835,0.9647774223993288
22,0.2578590462934102,0.31097213845503957,0.965531752130138,0.4933867719870045,0.6107972133896746,0.9824636524785177,0.6607622100877936,0.7583787807831452,0.5520919926883395,0.6899052458356056,0.9663936661073825
23,0.2515077336339761,0.30985090293382345,0.9641680902544052,0.4856641011720372,0.6037879958120934,0.9817572080906,0.6538006818484714,0.7529523819716079,0.5447260484920653,0.6845400624128453,0.965054136954698
24,0.25295387326881585,0.30142823253807266,0.9659609128078671,0.49555096513289687,0.6508397701613166,0.9826857762174341,0.6627002043877007,0.7884953851065969,0.5731953676471067,0.7041172160340268,0.9668923683934564
25,0.2400789629939376,0.2938885665253589,0.9662412115786353,0.4977159753332889,0.6549156081433791,0.9828308000958536,0.6646333263855737,0.7914791605332885,0.576315791738334,0.706290931685101,0.967143652999161
26,0.24089723302433821,0.3079953601485805,0.9652587787880147,0.4978067257155763,0.6399917400436874,0.9823223172505504,0.6647142347124252,0.7804816627023241,0.5688992328796318,0.7010190815157594,0.9661910785444631
27,0.2338523847969952,0.2958345397522575,0.9682961420843261,0.5044123940881008,0.6717202551655177,0.983892739899342,0.6705772912670668,0.8036275843281092,0.5880663246268092,0.7148095971126481,0.9691343330536912
28,0.2407224608572903,0.3070162903321417,0.9682199607091282,0.5028988839653978,0.6717306148769628,0.9838534107339193,0.6692384821505748,0.8036349982456968,0.5873147494211803,0.7142831531838296,0.9690472944630872
29,0.23169659532063844,0.3013540278924139,0.9680912058284774,0.505139194883186,0.6722355482141115,0.9837869332086719,0.6712192421809731,0.8039962419553098,0.5886873715486487,0.7151553163085916,0.9689411178691275
30,0.2349124327795395,0.2970532029867172,0.9682515588544296,0.5060432380681303,0.6797513166380051,0.9838697238659632,0.6720168787680424,0.8093475622314336,0.5928972773530677,0.718015371186855,0.9691132288171141
