epoch,split,train_loss,val_loss,loss_ce,loss_dice,loss_tversky,loss_bd,loss_cldice,loss_snake,loss_skel_pred,loss_skel_consist,loss_contrastive,IoU_background,IoU_crack,IoU_spalling,Dice_background,Dice_crack,Dice_spalling,mIoU_fg,mIoU_all,pixel_acc,BF1_crack,BF1_spalling,BF1_fg_mean,sampled_t0,sampled_t1,sampled_t2
1,val,1713421.2254166666,1.9471948993833441,1.0917132584253948,0.9440986104806264,0.9444111178318659,0.0,0.0,0.0,,,,0.47514025860320597,0.051116104498075327,0.01248304863355068,0.6441967207282527,0.09726062473847089,0.02465828667531339,0.031799576565813004,0.17957980391161066,0.48328381856282554,0.12108602854475631,0.013421321642679819,0.06725367509371806,400,400,400
5,val,276099.43046875,0.8186460168738114,0.3376568411042293,0.5403198287884394,0.5499720271428427,0.0,0.0,0.0,,,,0.9706072621845139,0.4501902185422624,0.7153523792449409,0.9850844263189699,0.6208705765438076,0.8340588066923285,0.5827712988936016,0.7120499533239056,0.9710992685953777,0.6020600205293282,0.2907616313321282,0.4464108259307282,400,400,400
10,val,46708.1606640625,0.6259758135205821,0.20572153627872466,0.3157385504245758,0.3811003645261129,0.0,0.0,0.0,,,,0.974169885481569,0.5409030413741353,0.7661327194887091,0.9869159616361334,0.702059801104387,0.8675822728775475,0.6535178804314221,0.7604018821148045,0.9746206665039062,0.6988594194400802,0.5238849745480666,0.6113721969940734,400,400,400
15,val,25806.81851236979,0.6161225014611295,0.15678051163752874,0.25770929634571077,0.3506490828593572,0.0,0.0,0.0,,,,0.9746853914222551,0.5550083783231696,0.7335709444415632,0.987180434570637,0.7138332964117637,0.8463119975489312,0.6442896613823664,0.7544215713956627,0.9751514434814453,0.7106726452570339,0.49168046844234453,0.6011765568496892,400,400,400
20,val,19627.311848958332,0.5731728916105471,0.1370735984419783,0.2429456639289856,0.3349048678080241,0.0,0.0,0.0,,,,0.9774689039782444,0.5689307181812716,0.8070798628123469,0.9886060933871436,0.7252464517245029,0.8932420524639056,0.6880052904968093,0.7844931616572876,0.9779541778564453,0.7431414423370396,0.6151542835652394,0.6791478629511395,400,400,400
25,val,16126.568688151041,0.580075495337185,0.12337715990220507,0.2273053115606308,0.3245747051636378,0.0,0.0,0.0,,,,0.9762620241504112,0.5693874771875382,0.7812579813347913,0.987988447098864,0.7256174596319883,0.8771980134504191,0.6753227292611648,0.7756358275575802,0.9767039235432943,0.7429170548529497,0.5946926991584496,0.6688048770056996,400,400,400
30,val,14330.776748046876,0.5739259876702961,0.11670773357773821,0.21826773027578988,0.3163339857260386,0.0,0.0,0.0,,,,0.9767848574218353,0.5740726974203192,0.7799996564433103,0.9882561106784061,0.7294106534738104,0.8764042775175129,0.6770361769318147,0.7769524037618215,0.9772424570719401,0.7481606475859331,0.6348273323355835,0.6914939899607584,400,400,400
35,val,13066.17091796875,0.5916739019908404,0.11021303914487363,0.20716418584187826,0.3101446467638016,0.0,0.0,0.0,,,,0.9760019828734015,0.57072912545352,0.7581581183802584,0.9878552666775658,0.7267059815787552,0.8624458863560328,0.6644436219168892,0.7682964089023933,0.9765162913004557,0.7403576197238271,0.5819981922433382,0.6611779059835826,400,400,400
40,val,11035.365322265625,0.5656339612446333,0.10204229437435666,0.19850415011247,0.3044936356941859,0.0,0.0,0.0,,,,0.9775439845532242,0.5855131785359441,0.7782567832232347,0.9886444925512748,0.7385787598140362,0.8753030389824591,0.6818849808795894,0.7804379821041344,0.9779847208658854,0.7537665289166812,0.6448272321894325,0.6992968805530568,400,400,400
45,val,10137.77473795573,0.5674578555320439,0.09778758994614084,0.19012153764565787,0.2976150292158127,0.0,0.0,0.0,,,,0.9764808522962006,0.5752158203438898,0.7719353720374723,0.9881004930169317,0.7303327111307362,0.8712906624239427,0.6735755961906811,0.774544014892521,0.9769205729166667,0.7447809134013005,0.6702561099577996,0.70751851167955,400,400,400
50,val,9607.512849934896,0.5521812627190038,0.09511365190769236,0.18978552997112275,0.2949848343928655,0.0,0.0,0.0,,,,0.9774525137348048,0.5813348853792848,0.7917687873571735,0.9885977103831384,0.7352457607230375,0.8837845518282725,0.6865518363682291,0.7835187288237543,0.9778964487711589,0.7544440636039849,0.6763946712116827,0.7154193674078337,400,400,400
55,val,9129.652838541666,0.5547254854126981,0.09332983889306586,0.18503961006800335,0.2918880883852641,0.0,0.0,0.0,,,,0.9771064882064601,0.5775802824273346,0.7938250777225461,0.9884206986674209,0.7322356761947406,0.8850640874420067,0.6857026800749404,0.782837282785447,0.9775058237711588,0.7579565055506374,0.6671841545728259,0.7125703300617316,400,400,400
60,val,8532.551305338542,0.5417145835725885,0.09066867581258217,0.18290883640448252,0.28979874392350513,0.0,0.0,0.0,,,,0.9773972635919902,0.5830144967028463,0.8080876750416778,0.9885694509524346,0.7365876912904686,0.8938589496475061,0.695551085872262,0.7894998117788381,0.9778245290120443,0.7561642114803555,0.681038482001636,0.7186013467409957,400,400,400
65,val,8008.190773111979,0.5506396521078912,0.08834710154682397,0.18257316211859384,0.28662903447945914,0.0,0.0,0.0,,,,0.9769813360545946,0.5825254420257198,0.7990034372188517,0.9883566609731668,0.7361972535241583,0.8882733859075463,0.6907644396222857,0.7861700717663886,0.9774828847249349,0.7523653521594181,0.6800866498631681,0.7162260010112931,400,400,400
