epoch,split,train_loss,val_loss,loss_ce,loss_dice,loss_tversky,loss_bd,IoU_background,IoU_crack,IoU_spalling,Dice_background,Dice_crack,Dice_spalling,mIoU_fg,mIoU_all,pixel_acc,BF1_crack,BF1_spalling,BF1_fg_mean
1,val,1.0518372607231141,1.1212976480785168,1.0334807461500168,0.9560389482975006,0.0,0.11415480632334947,0.579512054515467,0.031042490656409884,0.008202510241399584,0.7337861751149962,0.06021573492407046,0.01627155290346502,0.019622500448904734,0.20625235180442547,0.5763283538818359,0.05013327724222403,0.02351421322276608,0.036823745232495056
