epoch,split,train_loss,val_loss,IoU_background,IoU_crack,IoU_spalling,Dice_background,Dice_crack,Dice_spalling,mIoU_fg,mIoU_all,pixel_acc,BF1_crack,BF1_spalling,BF1_fg_mean
1,val,0.5034915252381384,0.4838967699753611,0.9382146133677363,0.3871727025159533,0.23802838883175195,0.9681225256449238,0.5582184565969724,0.38452815941702934,0.31260054567385265,0.5211385682384805,0.9386588487049077,0.5005130713178945,0.16231122082594424,0.3314121460719194
2,val,0.40349091668659665,0.4467225012026335,0.9521183190656398,0.45009513287342334,0.316376522684496,0.9754719370917649,0.6207801442399731,0.48067785657451123,0.3832358277789597,0.5728633248745197,0.9529701591338087,0.56625617220801,0.18961439225411217,0.37793528223106104
3,val,0.3852578794144317,0.44848793313691493,0.9561752462302932,0.43320818930323773,0.4049982863950648,0.9775967138659174,0.6045293245412509,0.5765107193606716,0.41910323784915127,0.5981272406428652,0.956615115172111,0.5719199944838073,0.1837572816368785,0.3778386380603429
4,val,0.36350052707219044,0.4124006864271666,0.9319503542584711,0.45174672552395,0.25503237544714,0.9647767109586788,0.622349226048242,0.40641561195786313,0.353389550485545,0.546243151743187,0.9330119190600095,0.5845335215133906,0.16487541813409057,0.37470446982374056
5,val,0.36253181228606013,0.4150314417324568,0.9531990465158803,0.4433926324216712,0.3724181875410584,0.9760388202279725,0.6143756348233028,0.5427182340221163,0.4079054099813648,0.5896699554928699,0.953714178712576,0.5669858285312916,0.2342556783708789,0.4006207534510853
6,val,0.3419278915538344,0.4255047142505646,0.9420736605459421,0.4491637165064729,0.29803601360973864,0.9701729441931806,0.6198936826672429,0.45921070060440516,0.3735998650581058,0.5630911302207179,0.9431076305824638,0.5854053623810193,0.17501678271481536,0.3802110725479173
7,val,0.34750424082889114,0.4454832402499099,0.9378502857850872,0.44661702665655234,0.2721594255552973,0.9679285264342627,0.6174640812693623,0.4278699981906745,0.3593882261059248,0.5522089126656456,0.9386846555159396,0.5736692774379104,0.17457294998330264,0.3741211137106065
8,val,0.34689156275452965,0.3864481233452496,0.948913480741805,0.4658224445945298,0.3639006839853956,0.973787179491031,0.6355782670845702,0.5336175694582938,0.4148615642899627,0.5928788697739101,0.9501212715302538,0.6227521119878254,0.18348789127689444,0.40312000163235995
9,val,0.32659575065901114,0.36670844217664317,0.9552359531530529,0.4689826688427761,0.44616387033718846,0.9771055525166874,0.6385135492609013,0.6170308628069385,0.4575732695899823,0.6234608307776724,0.956344066850291,0.5949902522672652,0.29764703417157595,0.4463186432194206
10,val,0.3297522980410395,0.3698569924423569,0.954681133859415,0.47773271834106357,0.419148203420962,0.9768152127958051,0.6465752736088529,0.590703920014237,0.44844046088101275,0.6171873518738135,0.9557521999282325,0.624231608615266,0.22216277495389386,0.42319719178457993
