epoch,split,train_loss,val_loss,IoU_background,IoU_crack,IoU_spalling,Dice_background,Dice_crack,Dice_spalling,mIoU_fg,mIoU_all,pixel_acc,BF1_crack,BF1_spalling,BF1_fg_mean
1,val,0.9814994446436565,0.9701791625273856,0.6954895598517944,0.054360847952379096,0.015998170754698598,0.8203996961356558,0.10311621122493414,0.03149251881588511,0.03517950935353885,0.255282859519624,0.6927180735270182,0.08793168045568661,0.032608442875808094,0.06027006166574735
5,val,0.3148151383797328,0.2959381702699159,0.9697262446388354,0.5227822080897357,0.6481587431060051,0.9846304757102348,0.6866145471262675,0.7865246546391887,0.5854704755978704,0.7135557319448588,0.9702259318033855,0.6614444272446872,0.41426906025904897,0.5378567437518681
10,val,0.21439439902702967,0.27077083917040573,0.9722156029990249,0.5430200913387457,0.671364766359078,0.9859120894496904,0.7038405972635313,0.8033731234164849,0.6071924288489119,0.7288668202322829,0.9727667236328125,0.694637086047219,0.49634986234591644,0.5954934741965677
15,val,0.20062466164429982,0.24876463570092855,0.9739124091097472,0.5476556951809431,0.7791291157657675,0.9867838153456776,0.7077229087661056,0.8758544940460008,0.6633924054733553,0.7668990733521527,0.9744903564453125,0.7122733671207829,0.573702810154134,0.6429880886374585
20,val,0.17795030889411767,0.23903090036229083,0.9759128557069321,0.5702908107524994,0.7697178023807414,0.9878096120365338,0.7263505674840066,0.8698763173939552,0.6700043065666204,0.7719738229467242,0.9765597534179687,0.726233310658746,0.5357784886409678,0.6310058996498569
25,val,0.17209313640991847,0.2404140663382254,0.9735313832609195,0.5650457028399424,0.7024986804835455,0.9865881956762473,0.7220820475908233,0.8252560645556812,0.6337721916617439,0.7470252555281358,0.9741287994384765,0.7296937735086403,0.558854299010018,0.6442740362593291
30,val,0.16173313699662686,0.252806651749109,0.9750334009110185,0.5654711630806384,0.7103906836147749,0.9873588977900499,0.722429357265025,0.8306765120041704,0.6379309233477066,0.7502984158688105,0.97527587890625,0.7329441429823189,0.5838392199921449,0.6583916814872319
35,val,0.15229371992250285,0.2544886160053705,0.9754837192827808,0.572439877155201,0.757787342453181,0.9875897328447131,0.7280912745495078,0.8622059382855806,0.665113609804191,0.7685703129637208,0.9759718577067057,0.7453144840745154,0.5923109033092789,0.6688126936918972
40,val,0.1578678753723701,0.2516307526905286,0.9743319875155214,0.5628226539627614,0.7615150722428847,0.9869991406476785,0.7202642635562566,0.8646137455676383,0.6621688631028231,0.7662232379070559,0.9749650319417318,0.7309821105805924,0.600679850999329,0.6658309807899607
45,val,0.13635761061062415,0.26319526822159167,0.9763253911673505,0.5710925370684381,0.7771377074093053,0.9880208952744033,0.7270005090012859,0.8745948095853634,0.6741151222388717,0.7748518785483647,0.976803970336914,0.7482781094603485,0.6216212158552555,0.684949662657802
50,val,0.13481919084986052,0.2386326662411815,0.9761156947898618,0.5778644134520949,0.7895653685338793,0.9879135086710205,0.7324639665176647,0.8824102012889746,0.6837148909929871,0.7811818255919455,0.9767238871256511,0.7467637277337954,0.6027574398090239,0.6747605837714097
55,val,0.13033145777881144,0.2695417000274909,0.9761618423522256,0.5717837787985591,0.7812996485955562,0.9879371430330828,0.727560350871695,0.8772242774668061,0.6765417136970577,0.776415089915447,0.9767245483398438,0.7516896794150989,0.6430992834674093,0.697394481441254
60,val,0.12528632943828902,0.26155183013332517,0.9767516029253595,0.5741232745225936,0.7868861703720557,0.9882390903135044,0.7294514779304258,0.8807345240219914,0.6805047224473246,0.7792536826066696,0.9772151692708333,0.7567124631971416,0.6375666693588863,0.697139566278014
65,val,0.11874603832761446,0.26939963529768746,0.9770848918683503,0.5795951956675715,0.7836323786462571,0.9884096488593391,0.7338528216055024,0.8786927037521253,0.6816137871569143,0.7801041553940596,0.9775880686442058,0.7622990317984004,0.6320000851519254,0.6971495584751629
