epoch,split,train_loss,val_loss,IoU_background,IoU_crack,IoU_spalling,Dice_background,Dice_crack,Dice_spalling,mIoU_fg,mIoU_all,pixel_acc,BF1_crack,BF1_spalling,BF1_fg_mean
1,val,0.9798502153732452,0.981373330480174,0.5805457065031591,0.05769252102536961,0.02045510439655497,0.7346142590049783,0.10909129048098055,0.04009016037731729,0.03907381271096229,0.21956444397502786,0.580663719433266,0.09499330829532765,0.03756279171148941,0.06627805000340853
5,val,0.3164235252973645,0.29757028543635416,0.9624448691106253,0.49129206341843995,0.6915660752928715,0.9808630899749073,0.6588810810033646,0.8176636850241116,0.5914290693556558,0.7151010026073122,0.9637197712123794,0.6142030883758627,0.4312173130500463,0.5227102007129545
10,val,0.21986923260348185,0.39431370833986684,0.9137036991273797,0.5145806643421438,0.20732543367544032,0.9549061325888798,0.6795024873312393,0.3434458148442761,0.36095304900879205,0.545203265714988,0.9152850720706402,0.6489076936822251,0.3248561067619033,0.48688190022206423
15,val,0.20079709002840954,0.23394300180830455,0.9696661897861363,0.5351633954318649,0.7540288468432064,0.98459951723233,0.6972070817013133,0.8597678974325437,0.6445961211375356,0.7529528106870691,0.9706766781390913,0.6803338194364904,0.5711096283867513,0.6257217239116208
20,val,0.18171681235993029,0.2282548160537293,0.9716989310975546,0.5462338644011117,0.7657128898600865,0.9856463537834899,0.7065346025294554,0.8673130204319468,0.6559733771305991,0.7612152284529176,0.9724639790170144,0.7072191610994201,0.5676388394964506,0.6374290002979353
25,val,0.1681940539483216,0.2647201740428021,0.9707608611969643,0.5452122022321926,0.7105381209380633,0.9851635277629387,0.7056793901117095,0.8307773001263514,0.6278751615851279,0.7421703947890733,0.9715068484312736,0.7060194428147737,0.5959693041473588,0.6509943734810663
30,val,0.1557737977995825,0.26159674811520073,0.97209968763882,0.5571295857967105,0.7208924332773693,0.9858524837582705,0.7155853833599254,0.837812311028016,0.6390110095370398,0.7500405689042999,0.9730045907449403,0.725029934530598,0.64286330680649,0.6839466206685441
35,val,0.14987064922766827,0.23408658861329681,0.9735259663023904,0.5609944346155558,0.7895335719558223,0.9865854140509681,0.7187654512730128,0.8823903438625328,0.675264003285689,0.7746846576245895,0.9744084761446754,0.7347589351301567,0.6558037152860792,0.6952813252081179
40,val,0.14668314761646167,0.22986219666506114,0.9756067374864881,0.5606406404887347,0.8307642719820185,0.9876527741829091,0.7184749979510503,0.9075600662477623,0.6957024562353766,0.7890038833190806,0.976414571672478,0.7290827942336239,0.6295725776398801,0.679327685936752
45,val,0.13751240751622523,0.23478856133787254,0.9758068097699469,0.5669620010754515,0.8300612735128007,0.987755285531752,0.7236448627169376,0.9071404171287653,0.698511637294126,0.790943361452733,0.9766391779752386,0.7446560626609426,0.6388552839447559,0.6917556733028493
